word,answer
emergency (noun),"ɪˈmɜː.dʒən.si
something dangerous or serious, such as an accident, that happens suddenly or unexpectedly and needs fast action in order to avoid harmful results."
employ (verb),"ɪmˈplɔɪ
to have someone work or do a job for you and pay them for it."
employee (noun),"ɪmˈplɔɪ.iː
someone who is paid to work for someone else."
employer (noun),"ɪmˈplɔɪ.ər
a person or organization that employs people."
employment (noun),"ɪmˈplɔɪ.mənt
the fact of someone being paid to work for a company or organization."
encourage (verb),"ɪnˈkʌr.ɪdʒ
to make someone more likely to do something, or to make something more likely to happen."
ending (noun),"ˈen.dɪŋ
the last part of a story."
enemy (noun),"ˈen.ə.mi
a person who hates or opposes another person and tries to harm them or stop them from doing something."
energy (noun),"ˈen.ə.dʒi
the power and ability to be physically and mentally active."
engaged (adjective),"ɪnˈɡeɪdʒd
having formally agreed to marry."
engineering (noun),"ˌen.dʒɪˈnɪə.rɪŋ
the work of an engineer (= a person who designs or builds machines, engines, electrical systems, or large structures such as roads or bridges using scientific principles), or the study of this work."
enjoyable (adjective),"ɪnˈdʒɔɪ.ə.bəl
An enjoyable event or experience gives you pleasure."
enormous (adjective),"ɪˈnɔː.məs
extremely large."
enquiry (noun),"ɪnˈkwaɪə.ri
→ 
inquiry ."
entertain (verb),"en.təˈteɪn
to keep a group of people interested or enjoying themselves."
entertainment (noun),"en.təˈteɪn.mənt
shows, films, television, or other performances or activities that entertain people, or a performance of this type."
entry (noun),"ˈen.tri
the act of entering a place or joining a particular society or organization."
environment (noun),"ɪnˈvaɪ.rən.mənt
the air, water, and land in or on which people, animals, and plants live."
environmental (adjective),"ɪnˌvaɪ.rənˈmen.təl
relating to the environment."
equal (adjective),"ˈiː.kwəl
the same in amount, number, or size."
equipment (noun),"ɪˈkwɪp.mənt
the set of necessary tools, clothing, etc. for a particular purpose."
escape (verb),"ɪˈskeɪp
to get free from something, or to avoid something."
essay (noun),"ˈes.eɪ
a short piece of writing on a particular subject, especially one done by students as part of the work for a course."
essential (adjective),"ɪˈsen.ʃəl
necessary or needed."
event (noun),"ɪˈvent
anything that happens, especially something important or unusual."
exact (adjective),"ɪɡˈzækt
in great detail, or complete, correct, or true in every way."
exchange (verb),"ɪksˈtʃeɪndʒ
to give something to someone and receive something from that person."
exchange (noun),"ɪksˈtʃeɪndʒ
the act of giving something to someone and them giving you something else."
excitement (noun),"ɪkˈsaɪt.mənt
a feeling of being excited, or an exciting event."
excuse (noun),"ɪkˈskjuːs
a reason that you give to explain why you did something wrong."
excuse (verb),"ɪkˈskjuːz
to forgive someone or something."
exercise (verb),"ˈek.sə.saɪz
to do physical activities to make your body strong and healthy."
exhibition (noun),"ˌek.sɪˈbɪʃ.ən
an event at which objects such as paintings are shown to the public, a situation in which someone shows a particular skill or quality to the public, or the act of showing these things."
exist (verb),"ɪɡˈzɪst
to be, or to be real."
expect (verb),"ɪkˈspekt
to think or believe something will happen, or someone will arrive."
expedition (noun),"ˌek.spəˈdɪʃ.ən
an organized journey for a particular purpose."
experience (noun),"ɪkˈspɪə.ri.əns
(the process of getting) knowledge or skill from doing, seeing, or feeling things."
experience (verb),"ɪkˈspɪə.ri.əns
If you experience something, it happens to you, or you feel it."
experienced (adjective),"ɪkˈspɪə.ri.ənst
having skill or knowledge because you have done something many times."
experiment (noun),"ɪkˈsper.ɪ.mənt
a test done in order to learn something or to discover if something works or is true."
expert (noun),"ˈek.spɜːt
a person with a high level of knowledge or skill relating to a particular subject or activity."
explanation (noun),"ˌek.spləˈneɪ.ʃən
the details or reasons that someone gives to make something clear or easy to understand."
explode (verb),"ɪkˈspləʊd
to break up into pieces violently, or to cause something to do this."
explore (verb),"ɪkˈsplɔːr
to search a place and discover things about it."
extra (noun),"ˈek.strə
something that you can get with something else if you pay a little more money."
extra (adverb),"ˈek.strə
more."
extraordinary (adjective),"ɪkˈstrɔː.dɪn.ər.i
very unusual, special, unexpected, or strange."
extremely (adverb),"ɪkˈstriːm.li
very."
facility (noun),"fəˈsɪl.ə.ti
a place, especially including buildings, where a particular activity happens."
fair (adjective),"feər
treating someone in a way that is right or reasonable, or treating a group of people equally and not allowing personal opinions to influence your judgment."
fairly (adverb),"ˈfeə.li
more than average, but less than very."
fall (noun),"fɔːl
the fact of the size, amount, or strength of something getting lower."
familiar (adjective),"fəˈmɪl.i.ər
easy to recognize because of being seen, met, heard, etc. before."
fancy (verb),"ˈfæn.si
to want to have or do something."
fare (noun),"feər
the money that you pay for a journey in a vehicle such as a bus or train."
farming (noun),"ˈfɑː.mɪŋ
the activity of working on a farm or organizing the work there."
fashionable (adjective),"ˈfæʃ.ən.ə.bəl
popular at a particular time."
fasten (verb),"ˈfɑː.sən
to (cause something to) become firmly fixed together, or in position, or closed."
fault (noun),"fɒlt
a mistake, especially something for which you are to blame."
favourite (noun),"ˈfeɪ.vər.ɪt
a thing that someone likes best or enjoys most."
fear (noun),"fɪər
an unpleasant emotion or thought that you have when you are frightened or worried by something dangerous, painful, or bad that is happening or might happen."
fee (noun),"fiː
an amount of money paid for a particular piece of work or for a particular right or service."
feed (verb),"fiːd
to give food to a person, group, or animal."
feeling (noun),"ˈfiː.lɪŋ
the fact of feeling something physical."
festival (noun),"ˈfes.tɪ.vəl
a special day or period, usually in memory of a religious event, with its own social activities, food, or ceremonies."
fever (noun),"ˈfiː.vər
a medical condition in which the body temperature is higher than usual and the heart beats very fast."
few (determiner),"fjuː
a small number or not many."
fiction (noun),"ˈfɪk.ʃən
the type of book or story that is written about imaginary characters and events and not based on real people and facts."
fifth (noun),"fɪfθ
one of five equal parts of something."
fight (noun),"faɪt
an argument or an occasion when someone uses physical force to try to defeat someone."
fight (verb),"faɪt
to use physical force to try to defeat another person or group of people."
figure (verb),"ˈfɪɡ.ər
to expect or think that something will happen."
figure (noun),"ˈfɪɡ.ər
the symbol for a number or an amount expressed in numbers."
film (verb),"fɪlm
to record moving pictures with a camera, usually to make a film for television or the cinema."
film-maker (noun),"ˈfɪlmˌmeɪ.kər
someone who is in charge of making a film."
final (noun),"ˈfaɪ.nəl
the last in a series of games, races, or competitions, usually the one in which the winner is chosen."
financial (adjective),"faɪˈnæn.ʃəl
relating to money or how money is managed."
fine (noun),"faɪn
an amount of money that has to be paid as a punishment for not obeying a rule or law."
finish (noun),"ˈfɪn.ɪʃ
the end of a race, or the last part of something."
firefighter (noun),"ˈfaɪəˌfaɪ.tər
a person whose job is to stop fires from burning."
firework (noun),"ˈfaɪə.wɜːk
a small container filled with explosive chemicals that produce bright coloured patterns or loud noises when they explode."
firm (noun),"fɜːm
a company offering a professional service, for example a company of lawyers."
first (noun),"ˈfɜːst
the first person or thing to do or be something, or the first person or thing mentioned."
fit (verb),"fɪt
to be the right size or shape for someone or something."
fitness (noun),"ˈfɪt.nəs
the condition of being physically strong and healthy."
fix (verb),"fɪks
to repair something."
flag (noun),"flæɡ
a piece of cloth, usually rectangular and attached to a pole at one edge, that has a pattern that shows it represents a country or a group, or has a particular meaning."
flat (adjective),"flæt
level and smooth, with no curved, high, or hollow parts."
flavour (noun),"ˈfleɪ.vər
how food or drink tastes, or a particular taste itself."
float (verb),"fləʊt
to stay on the surface of a liquid and not sink."
flood (verb),"flʌd
to cause to fill or become covered with water, especially in a way that causes problems."
flood (noun),"flʌd
a large amount of water covering an area that is usually dry."
flour (noun),"flaʊər
powder made from grain, especially wheat, used for making bread, cakes, pasta, pastry, etc.."
flow (verb),"fləʊ
(especially of liquids, gases, or electricity) to move in one direction, especially continuously and easily."
flu (noun),"fluː
a common infectious illness that causes fever and headache."
fly (noun),"flaɪ
a small insect with two wings."
fold (verb),"fəʊld
to bend something, especially paper or cloth, so that one part of it lies on the other part, or to be able to be bent in this way."
following (adjective),"ˈfɒl.əʊ.ɪŋ
The following day, morning, etc. is the next one.."
fond (adjective),"fɒnd
to like someone or something very much."
fool (noun),"fuːl
a person who behaves in a silly way without thinking."
forecast (noun),"ˈfɔː.kɑːst
a statement of what is judged likely to happen in the future, especially in connection with a particular situation, or the expected weather conditions."
foreigner (noun),"ˈfɒr.ə.nər
a person who comes from another country."
forever (adverb),"fəˈre.vər
for all time."
forget (verb),"fəˈɡet
to be unable to remember a fact, something that happened, or how to do something."
forgive (verb),"fəˈɡɪv
to stop blaming or being angry with someone for something that person has done, or not punish them for something."
former (adjective),"ˈfɔː.mər
of or in an earlier time; before the present time or in the past."
fortunately (adverb),"ˈfɔː.tʃən.ət.li
happening because of good luck."
forward (adverb),"ˈfɔː.wəd
towards the direction that is in front of you."
frame (noun),"freɪm
a border that surrounds and supports a picture, door, or window."
freeze (verb),"friːz
If you freeze something, you lower its temperature below 0°C, causing it to become cold and often hard, and if something freezes, its temperature goes below 0°C."
frequent (adjective),"ˈfriː.kwənt
happening often."
frequently (adverb),"ˈfriː.kwənt.li
often."
fresh (adjective),"freʃ
new or different."
friendship (noun),"ˈfrend.ʃɪp
a situation in which two people are friends."
frightened (adjective),"ˈfraɪ.tənd
feeling fear or worry."
frightening (adjective),"ˈfraɪ.tən.ɪŋ
making you feel fear."
frog (noun),"frɒɡ
a small animal that has smooth skin, lives in water and on land, has long powerful back legs with which it jumps from place to place, has no tail, and is usually greenish-brown in colour."
front (adjective),"frʌnt
in or at the front of something."
frozen (adjective),"ˈfrəʊ.zən
(of liquid) turned into ice."
fry (verb),"fraɪ
to cook food in hot oil or fat."
fuel (noun),"ˈfjuː.əl
a substance that is used to provide heat or power, usually by being burned."
fully (adverb),"ˈfʊl.i
completely."
fur (noun),"fɜːr
the thick hair that covers the bodies of some animals, or the hair-covered skin(s) of animals, removed from their bodies."
further (adverb),"ˈfɜː.ðər
comparative of
far to a greater distance or degree, or at a more advanced level."
future (adjective),"ˈfjuː.tʃər
happening or existing in the future."
future (noun),"ˈfjuː.tʃər
a period of time that is to come."
gain (verb),"ɡeɪn
to get something that is useful, that gives you an advantage, or that is in some way positive, especially over a period of time."
gallery (noun),"ˈɡæl.ər.i
a room or building that is used for showing works of art, sometimes so that they can be sold."
gap (noun),"ɡæp
an empty space or opening in the middle of something or between two things."
gay (adjective),"ɡeɪ
sexually or romantically attracted to people of the same gender and not to people of a different gender."
generation (noun),"ˌdʒen.əˈreɪ.ʃən
all the people of about the same age within a society or within a particular family."
generous (adjective),"ˈdʒen.ər.əs
willing to give money, help, kindness, etc., especially more than is usual or expected."
gentle (adjective),"ˈdʒen.təl
calm, kind, or soft."
ghost (noun),"ɡəʊst
the spirit of a dead person, sometimes represented as a pale, almost transparent image of that person that some people believe appears to people who are alive."
giant (noun),"ˈdʒaɪ.ənt
an imaginary creature like a man but extremely tall, strong, and usually very cruel, appearing especially in children's stories."
glance (verb),"ɡlɑːns
to give a quick short look."
good (noun),"ɡʊd
things for sale, or the things that you own."
gorgeous (adjective),"ˈɡɔː.dʒəs
very beautiful or pleasant."
government (noun),"ˈɡʌv.ən.mənt
the group of people who officially control a country."
grab (verb),"ɡræb
to take hold of something or someone suddenly and roughly."
grant (noun),"ɡrɑːnt
an amount of money given especially by the government to a person or organization for a special purpose."
graphics (noun),"ˈɡræf.ɪks
images and designs used in books, magazines, etc.."
grateful (adjective),"ˈɡreɪt.fəl
showing or expressing thanks, especially to another person."
grave (noun),"ɡreɪv
a place in the ground where a dead person is buried."
greet (verb),"ɡriːt
to welcome someone with particular words or a particular action, or to react to something in the stated way."
ground (noun),"ɡraʊnd
the surface of the earth."
guard (noun),"ɡɑːd
a person or group of people whose job is to protect a person, place, or thing from danger or attack, or to prevent a person such as a criminal from escaping."
guess (noun),"ɡes
an attempt to give the right answer when you are not certain if you are correct."
guide (noun),"ɡaɪd
a book that gives you the most important information about a particular subject."
guilty (adjective),"ˈɡɪl.ti
feeling guilt."
gun (noun),"ɡʌn
a weapon that bullets or shells (= explosive containers) are fired from."
habit (noun),"ˈhæb.ɪt
something that you do often and regularly, sometimes without knowing that you are doing it."
hand (verb),"hænd
to put something into someone's hand from your own hand."
handle (verb),"ˈhæn.dəl
to deal with, have responsibility for, or be in charge of."
hang (verb),"hæŋ
to fasten or support something at the top leaving the other parts free to move, or to be held in this way."
happily (adverb),"ˈhæp.əl.i
in a happy way."
happiness (noun),"ˈhæp.i.nəs
the feeling of being happy."
harbour (noun),"ˈhɑː.bər
an area of water next to the coast, often protected from the sea by a thick wall, where ships and boats can shelter."
hardly (adverb),"ˈhɑːd.li
only just; almost not."
hardware (noun),"ˈhɑːd.weər
the physical and electronic parts of a computer, rather than the instructions it follows."
headline (noun),"ˈhed.laɪn
a line of words printed in large letters as the title of a story in a newspaper, or the main points of the news that are broadcast on television or radio."
heat (noun),"hiːt
the quality of being hot or warm, or the temperature of something."
heavily (adverb),"ˈhev.əl.i
to a great degree."
height (noun),"haɪt
the distance from the top to the bottom of something, or the quality of being tall."
helpful (adjective),"ˈhelp.fəl
willing to help, or useful."
herb (noun),"hɜːb
a type of plant whose leaves are used in cooking to give flavour to particular dishes or in making medicine."
hero (noun),"ˈhɪə.rəʊ
a person who is admired for having done something very brave or having achieved something great."
hidden (adjective),"ˈhɪd.ən
not easy to find."
hide (verb),"haɪd
to put something or someone in a place where that thing or person cannot be seen or found, or to put yourself somewhere where you cannot be seen or found."
high (adverb),"haɪ
at or to a large distance from the ground."
hire (verb),"haɪər
to pay to use something for a short period."
historic (adjective),"hɪˈstɒr.ɪk
important or likely to be important in history."
historical (adjective),"hɪˈstɒr.ɪ.kəl
connected with studying or representing things from the past."
hit (noun),"hɪt
a thing or person that is very popular or successful."
hole (noun),"həʊl
an empty space in an object, usually with an opening to the object's surface, or an opening that goes completely through an object."
honest (adjective),"ˈɒn.ɪst
telling the truth or able to be trusted and not likely to steal, cheat, or lie."
hope (noun),"həʊp
something good that you want to happen in the future, or a confident feeling about what will happen in the future."
hopeful (adjective),"ˈhəʊp.fəl
having hope."
hopefully (adverb),"ˈhəʊp.fəl.i
used, often at the start of a sentence, to express what you would like to happen."
huge (adjective),"hjuːdʒ
extremely large in size or amount."
human (noun),"ˈhjuː.mən
a person."
human (adjective),"ˈhjuː.mən
being, relating to, or belonging to a person or to people as opposed to animals."
humour (noun),"ˈhjuː.mər
the ability to find things funny, the way in which people see that some things are funny, or the quality of being funny."
hunger (noun),"ˈhʌŋ.ɡər
the feeling you have when you need to eat."
hunt (verb),"hʌnt
to chase and try to catch and kill an animal or bird for food, sport, or profit."
hurry (noun),"ˈhʌr.i
the need to move or do things more quickly than normal."
hurt (adjective),"hɜːt
injured or in pain."
illness (noun),"ˈɪl.nəs
a disease of the body or mind."
imagination (noun),"ɪˌmædʒ.ɪˈneɪ.ʃən
the ability to form pictures in the mind."
imagine (verb),"ɪˈmædʒ.ɪn
to form or have a mental picture or idea of something."
importance (noun),"ɪmˈpɔː.təns
the quality of being important."
impossible (adjective),"ɪmˈpɒs.ə.bəl
If an action or event is impossible, it cannot happen or be achieved."
improvement (noun),"ɪmˈpruːv.mənt
an occasion when something gets better or when you make it better."
inch (noun),"ɪntʃ
a unit used for measuring length, approximately equal to 2.54 centimetres, sometimes shown by the symbol ″."
incorrect (adjective),"ˌɪn.kərˈekt
not correct or not true."
increase (verb),"ɪnˈkriːs
to (make something) become larger in amount or size."
indeed (adverb),"ɪnˈdiːd
really or certainly, often used to emphasize something."
individual (adjective),"ˌɪn.dɪˈvɪdʒ.u.əl
existing and considered separately from the other things or people in a group."
indoors (adverb),"ˌɪnˈdɔːz
into or inside a building."
inform (verb),"ɪnˈfɔːm
to tell someone about particular facts."
ingredient (noun),"ɪnˈɡriː.di.ənt
a food that is used with other foods in the preparation of a particular dish."
initial (noun),"ɪˈnɪʃ.əl
the first letter of a name, especially when used to represent the whole name."
injure (verb),"ˈɪn.dʒər
to hurt or cause physical harm to a person or animal."
ink (noun),"ɪŋk
coloured liquid used for writing, printing, and drawing."
insist (verb),"ɪnˈsɪst
to say firmly or demand forcefully, especially when others disagree with or oppose what you say."
install (verb),"ɪnˈstɔːl
to put furniture, a machine, or a piece of equipment into position and make it ready to use."
instructor (noun),"ɪnˈstrʌk.tər
a person whose job is to teach people a practical skill."
intelligent (adjective),"ɪnˈtel.ɪ.dʒənt
showing intelligence, or able to learn and understand things easily."
intend (verb),"ɪnˈtend
to have as a plan or purpose."
interest (noun),"ˈɪn.trest
the feeling of wanting to give your attention to something or of wanting to be involved with and to discover more about something."
interest (verb),"ˈɪn.trəst
If someone or something interests you, you want to give that person or thing your attention and discover more about him, her, or it."
intermediate (adjective),"ˌɪn.təˈmiː.di.ət
being between two other related things, levels, or points."
interrupt (verb),"ˌɪn.təˈrʌpt
to stop a person from speaking for a short period by something you say or do."
interview (verb),"ˈɪn.tə.vjuː
to ask someone questions in an interview."
interview (noun),"ˈɪn.tə.vjuː
a meeting in which someone asks you questions to see if you are suitable for a job or course."
invent (verb),"ɪnˈvent
to design and/or create something that has never been made before."
invention (noun),"ɪnˈven.ʃən
something that has never been made before, or the process of creating something that has never been made before."
involve (verb),"ɪnˈvɒlv
If an activity, situation, etc. involves something, that thing is a part of the activity, etc.."
iron (verb),"aɪən
to make clothes flat and smooth using an iron."
iron (noun),"aɪən
a chemical element that is a common greyish-coloured metal. It is strong, used in making steel, and exists in very small amounts in blood."
issue (noun),"ˈɪʃ.uː
a subject or problem that people are thinking and talking about."
item (noun),"ˈaɪ.təm
something that is part of a list or group of things."
jail (noun),"dʒeɪl
a place where criminals are kept to punish them for their crimes, or where people accused of crimes are kept while waiting for their trials."
jet (noun),"dʒet
an aircraft with a jet engine that is able to fly very fast."
join (verb),"dʒɔɪn
to connect or fasten things together."
joke (verb),"dʒəʊk
to say funny things."
joke (noun),"dʒəʊk
something, such as a funny story or trick, that is said or done in order to make people laugh."
journalist (noun),"ˈdʒɜː.nə.lɪst
a person who writes news stories or articles for a newspaper or magazine or broadcasts them on radio or television."
judge (verb),"dʒʌdʒ
to form, give, or have as an opinion, or to decide about something or someone, especially after thinking carefully."
jump (noun),"dʒʌmp
a sudden movement off the ground and into the air."
keen (adjective),"kiːn
very interested, eager, or wanting (to do) something very much."
kid (noun),"kɪd
a child."
killing (noun),"ˈkɪl.ɪŋ
an occasion when a person is murdered."
kit (noun),"kɪt
a set of things, such as tools or clothes, used for a particular purpose or activity."
knee (noun),"niː
the middle joint of the leg that allows the leg to bend."
knock (verb),"nɒk
to repeatedly hit something, producing a noise."
knowledge (noun),"ˈnɒl.ɪdʒ
understanding of or information about a subject that you get by experience or study, either known by one person or by people generally."
lab (noun),"læb
a 
laboratory ."
label (noun),"ˈleɪ.bəl
a piece of paper or other material that gives you information about the object it is attached to."
laboratory (noun),"ləˈbɒr.ə.tər.i
a room or building with scientific equipment for doing scientific tests or for teaching science, or a place where chemicals or medicines are produced."
lack (noun),"læk
the fact that something is not available or that there is not enough of it."
ladder (noun),"ˈlæd.ər
a piece of equipment used for climbing up and down, that consists of two vertical bars or pieces of rope joined to each other by a set of horizontal steps."
lady (noun),"ˈleɪ.di
a polite or old-fashioned way of referring to or talking to a woman."
land (verb),"lænd
to (cause to) arrive on the ground or other surface after moving down through the air."
landscape (noun),"ˈlænd.skeɪp
a large area of land, especially in relation to its appearance."
last (verb),"lɑːst
to continue to exist."
last (adjective),"lɑːst
(being) the only one or part that is left."
lately (adverb),"ˈleɪt.li
recently."
laugh (noun),"lɑːf
the act or sound of laughing."
law (noun),"lɔː
a rule, usually made by a government, that is used to order the way in which a society behaves."
lawyer (noun),"ˈlɔɪ.ər
someone whose job is to give advice to people about the law and speak for them in court."
lead (adjective),"liːd
used to describe the main performer or part in a performance."
leader (noun),"ˈliː.dər
a person in control of a group, country, or situation."
leaf (noun),"liːf
one of the flat, usually green parts of a plant that are joined at one end to the stem or branch."
league (noun),"liːɡ
a group of teams playing a sport who take part in competitions between each other."
least (adverb),"liːst
less than anything or anyone else; the smallest amount or number."
lecture (noun),"ˈlek.tʃər
a formal talk on a serious subject given to a group of people, especially students."
leisure (noun),"ˈleʒ.ər
the time when you are not working or doing other duties."
length (noun),"leŋθ
the measurement of something from end to end or along its longest side."
let (verb),"let
to allow something to happen or someone to do something by not doing anything to stop an action or by giving your permission."
lie (noun),"laɪ
something you say that you know is not true."
lift (verb),"lɪft
to move something from a lower to a higher position."
light (noun),"laɪt
the brightness that comes from the sun, fire, etc. and from electrical devices, and that allows things to be seen."
light (verb),"laɪt
to start to burn or to make something start to burn."
likely (adjective),"ˈlaɪ.kli
If something is likely, it will probably happen or is expected."
limit (noun),"ˈlɪm.ɪt
the greatest amount, number, or level of something that is either possible or allowed."
limited (adjective),"ˈlɪm.ɪ.tɪd
small in amount or number."
lip (noun),"lɪp
one of the two soft parts that form the upper and lower edges of the mouth."
literature (noun),"ˈlɪt.rə.tʃər
written artistic works, especially those with a high and lasting artistic value."
little (determiner),"ˈlɪt.əl
not much or enough."
little (pronoun),"ˈlɪt.əl
a small amount."
live (verb),"lɪv
(to continue) to be alive or have life."
lively (adjective),"ˈlaɪv.li
full of energy and enthusiasm; interesting and exciting ."
loan (noun),"ləʊn
an amount of money that is borrowed, often from a bank, and has to be paid back, usually together with an extra amount of money that you have to pay as a charge for borrowing."
local (adjective),"ˈləʊ.kəl
from, existing in, serving, or responsible for a small area, especially of a country."
locate (verb),"ləʊˈkeɪt
to be in a particular place."
location (noun),"ləʊˈkeɪ.ʃən
a place or position."
lock (noun),"lɒk
a device that prevents something such as a door from being opened and can only be opened with a key."
logo (noun),"ˈləʊ.ɡəʊ
a design or symbol used by a company to advertise its products."
lonely (adjective),"ˈləʊn.li
unhappy because you are not with other people."
look (noun),"lʊk
the act of looking at someone or something."
lorry (noun),"ˈlɒr.i
a 
truck ."
lottery (noun),"ˈlɒt.ər.i
a game, often organized by the state or a charity in order to make money, in which tickets with numbers are sold to people who then have a chance of winning a prize if their number is chosen."
loudly (adverb),"ˈlaʊd.li
making a lot of noise."
love (noun),"lʌv
the feeling of liking another adult very much and being romantically and sexually attracted to them, or strong feelings of liking a friend or person in your family."
low (adverb),"ləʊ
close to the ground or the bottom of something."
low (adjective),"ləʊ
not measuring much from the base to the top."
luxury (noun),"ˈlʌk.ʃər.i
great comfort, especially as provided by expensive and beautiful things."
mad (adjective),"mæd
a word to describe a person who has a mental illness, which was used by doctors in the past but is now offensive."
magnificent (adjective),"mæɡˈnɪf.ɪ.sənt
very good, beautiful, or deserving to be admired."
main (adjective),"meɪn
larger, more important, or having more influence than others of the same type."
mainly (adverb),"ˈmeɪn.li
usually or to a large degree."
mall (noun),"mɔːl
a large, usually covered, shopping area where cars are not allowed."
manage (verb),"ˈmæn.ɪdʒ
to succeed in doing or dealing with something, especially something difficult."
marriage (noun),"ˈmær.ɪdʒ
a legally accepted relationship between two people in which they live together, or the official ceremony that results in this."
marry (verb),"ˈmær.i
to become the legally accepted husband or wife of someone in an official or religious ceremony."
maximum (noun),"ˈmæk.sɪ.məm
the largest amount allowed or possible."
maximum (adjective),"ˈmæk.sɪ.məm
being the largest amount or number allowed or possible."
meaning (noun),"ˈmiː.nɪŋ
The meaning of something is what it expresses or represents."
meanwhile (adverb),"ˈmiːn.waɪl
until something expected happens, or while something else is happening."
medicine (noun),"ˈmed.ɪ.sən
treatment for illness or injury, or the study of this."
medium (adjective),"ˈmiː.di.əm
being in the middle between an upper and lower amount, size, degree, or value."
membership (noun),"ˈmem.bə.ʃɪp
the state of belonging to an organization."
memory (noun),"ˈmem.ər.i
the ability to remember information, experiences, and people."
mention (verb),"ˈmen.ʃən
to speak about something quickly, giving little detail or using few words."
mess (noun),"mes
Mess or a mess is something or someone that looks dirty or untidy."
metal (noun),"ˈmet.əl
a chemical element, such as iron or gold, or a mixture of such elements, such as steel, that is generally hard and strong, and through which electricity and heat can travel."
method (noun),"ˈmeθ.əd
a particular way of doing something."
mile (noun),"maɪl
a unit of distance equal to 1,760 yards or 1.6 kilometres."
mind (noun),"maɪnd
the part of a person that makes it possible for him or her to think, feel emotions, and understand things."
minimum (adjective),"ˈmɪn.ɪ.məm
used to describe something that is the smallest or least allowed or possible."
minimum (noun),"ˈmɪn.ɪ.məm
the smallest amount or number allowed or possible."
miserable (adjective),"ˈmɪz.ər.ə.bəl
very unhappy."
miss (verb),"mɪs
to fail to do or experience something, often something planned or expected, or to avoid doing or experiencing something."
mix (noun),"mɪks
a combination."
monster (noun),"ˈmɒn.stər
any imaginary frightening creature, especially one that is large and strange."
monthly (adjective),"ˈmʌn.θli
happening or produced once a month."
mood (noun),"muːd
the way you feel at a particular time."
mostly (adverb),"ˈməʊst.li
mainly."
murder (noun),"ˈmɜː.dər
the crime of intentionally killing a person."
murder (verb),"ˈmɜː.dər
to commit the crime of intentionally killing a person."
musician (noun),"mjuːˈzɪʃ.ən
someone who is skilled in playing music, usually as a job."
mystery (noun),"ˈmɪs.tər.i
something strange or not known that has not yet been explained or understood."
name (verb),"neɪm
to give someone or something a name."
narrow (adjective),"ˈnær.əʊ
having a small distance from one side to the other, especially in comparison with the length."
nasty (adjective),"ˈnɑː.sti
bad or very unpleasant."
natural (adjective),"ˈnætʃ.ər.əl
as found in nature and not involving anything made or done by people."
near (adjective),"nɪər
not far away in distance, time, characteristics, or quality."
nearby (adverb),"ˌnɪəˈbaɪ
not far away."
neat (adjective),"niːt
tidy, with everything in its place."
necessary (adjective),"ˈnes.ə.ser.i
needed in order to achieve a particular result."
neighbourhood (noun),"ˈneɪ.bə.hʊd
the area of a town that surrounds someone's home, or the people who live in this area."
nervous (adjective),"ˈnɜː.vəs
worried and anxious."
net (noun),"net
material made of threads of rope, string, wire, or plastic with spaces between them, allowing gas, liquid, or small objects to go through, or an object made with this material that is used to limit the movement of something."
nightmare (noun),"ˈnaɪt.meər
a very upsetting or frightening dream."
none (pronoun),"nʌn
not one (of a group of people or things), or not any."
northern (adjective),"ˈnɔː.ðən
in or from the north part of an area."
note (verb),"nəʊt
to notice something."
notice (verb),"ˈnəʊ.tɪs
to see or become conscious of something or someone."
novel (noun),"ˈnɒv.əl
a long printed story about imaginary characters and events."
nowadays (adverb),"ˈnaʊ.ə.deɪz
at the present time, in comparison to the past."
nowhere (adverb),"ˈnəʊ.weər
in, at, or to no place; not anywhere."
object (noun),"ˈɒb.dʒɪkt
a thing that you can see or touch but that is not usually a living animal, plant, or person."
obvious (adjective),"ˈɒb.vi.əs
easy to see, recognize, or understand."
obviously (adverb),"ˈɒb.vi.əs.li
in a way that is easy to understand or see."
off (preposition),"ɒf
down or away from a place, position, or time, especially the present place, position, or time."
off (adverb),"ɒf
away from a place or position, especially the present place, position, or time."
oil (noun),"ɔɪl
petroleum (= the black oil obtained from under the earth's surface from which petrol comes)."
old-fashioned (adjective),"ˌəʊldˈfæʃ.ənd
not modern; belonging to or typical of a time in the past."
onto (preposition),"ˈɒn.tu
used to show movement into or on a particular place."
opinion (noun),"əˈpɪn.jən
a thought or belief about something or someone."
opportunity (noun),"ˌɒp.əˈtʃuː.nə.ti
an occasion or situation that makes it possible to do something that you want to do or have to do, or the possibility of doing something."
opposite (adverb),"ˈɒp.ə.zɪt
in a position facing someone or something but on the other side."
opposite (noun),"ˈɒp.ə.zɪt
something or someone that is completely different from another person or thing."
option (noun),"ˈɒp.ʃən
one thing that can be chosen from a set of possibilities, or the freedom to make a choice."
orchestra (noun),"ˈɔː.kɪ.strə
a large group of musicians who play many different instruments together and are led by a conductor."
ordinary (adjective),"ˈɔː.dən.əri
not different or special or unexpected in any way; usual."
organization (noun),"ˌɔː.ɡən.aɪˈzeɪ.ʃən
a group of people who work together in an organized way for a shared purpose."
organize (verb),"ˈɔː.ɡən.aɪz
to make arrangements for something to happen."
original (adjective),"əˈrɪdʒ.ən.əl
existing since the beginning, or being the earliest form of something."
otherwise (conjunction),"ˈʌð.ə.waɪz
used after an order or suggestion to show what the result will be if you do not follow that order or suggestion."
out (adverb),"aʊt
used to show movement away from the inside of a place or container."
