word,answer
neutral (adjective),"ˈnjuː.trəl
not saying or doing anything that would encourage or help any of the groups involved in an argument or war."
newsletter (noun),"ˈnjuːzˌlet.ər
a printed or electronic document containing information about the recent activities of an organization, sent regularly to the organization's members."
noble (adjective),"ˈnəʊ.bəl
moral in an honest, brave, and kind way."
nominate (verb),"ˈnɒm.ɪ.neɪt
to officially suggest someone for an election, job, position, or honour."
nomination (noun),"ˌnɒm.ɪˈneɪ.ʃən
the act of officially suggesting someone or something for a job, position, or prize."
nonetheless (adverb),"ˌnʌn.ðəˈles
despite what has just been said or done."
norm (noun),"nɔːm
an accepted standard or a way of behaving or doing things that most people agree with."
notable (adjective),"ˈnəʊ.tə.bəl
important and deserving attention, because of being very good or interesting."
notably (adverb),"ˈnəʊ.tə.bli
especially or most importantly."
notify (verb),"ˈnəʊ.tɪ.faɪ
to tell someone officially about something."
notion (noun),"ˈnəʊ.ʃən
a belief or idea."
notorious (adjective),"nəʊˈtɔː.ri.əs
famous for something bad."
number (verb),"ˈnʌm.bər
to give something a number in a series and usually to write this number on it."
numerous (adjective),"ˈnjuː.mə.rəs
many."
nutrition (noun),"njuːˈtrɪʃ.ən
the substances that you take into your body as food and the way that they influence your health."
obesity (noun),"əʊˈbiː.sə.ti
the fact of being extremely fat, in a way that is dangerous for health."
obstacle (noun),"ˈɒb.stə.kəl
something that blocks you so that movement, going forward, or action is prevented or made more difficult."
occasional (adjective),"əˈkeɪ.ʒən.əl
not happening or done often or regularly."
occurrence (noun),"əˈkʌr.əns
something that happens."
odds (noun),"ɒdz
the probability (= how likely it is) that a particular thing will or will not happen."
opening (adjective),"ˈəʊ.pən.ɪŋ
happening at the beginning of an event or activity."
openly (adverb),"ˈəʊ.pən.li
without hiding any of your thoughts or feelings."
operation (noun),"ˌɒp.ərˈeɪ.ʃən
the fact of operating or being active."
opposition (noun),"ˌɒp.əˈzɪʃ.ən
strong disagreement."
opt (verb),"ɒpt
to make a choice, especially of one thing or possibility instead of others."
organ (noun),"ˈɔː.ɡən
a part of the body of an animal or plant that performs a particular job."
outcome (noun),"ˈaʊt.kʌm
a result or effect of an action, situation, etc.."
outlook (noun),"ˈaʊt.lʊk
the likely future situation."
overwhelming (adjective),"ˌəʊ.vəˈwel.mɪŋ
difficult to fight against."
ownership (noun),"ˈəʊ.nə.ʃɪp
the fact that you own something."
panel (noun),"ˈpæn.əl
a small group of people chosen to give advice, make a decision, or publicly discuss their opinions as entertainment."
partially (adverb),"ˈpɑː.ʃəl.i
not completely."
participant (noun),"pɑːˈtɪs.ɪ.pənt
a person who takes part in or becomes involved in a particular activity."
peasant (noun),"ˈpez.ənt
a person who owns or rents a small piece of land and grows crops, keeps animals, etc. on it, especially one who has a low income, very little education, and a low social position. This is usually used of someone who lived in the past or of someone in a poor country."
peer (noun),"pɪər
a person who is the same age or has the same social position or the same abilities as other people in a group."
perceive (verb),"pəˈsiːv
to come to an opinion about something, or have a belief about something."
permit (noun),"ˈpɜː.mɪt
an official document that allows you to do something or go somewhere."
personnel (noun),"ˌpɜː.sənˈel
the people who are employed in a company, organization, or one of the armed forces."
perspective (noun),"pəˈspek.tɪv
a particular way of considering something."
phenomenon (noun),"fəˈnɒm.ɪ.nən
something that exists and can be seen, felt, tasted, etc., especially something unusual or interesting."
picture (verb),"ˈpɪk.tʃər
to imagine something."
poor (noun),"pɔːr
poor people considered together as a group."
portion (noun),"ˈpɔː.ʃən
a part or share of something larger."
pose (verb),"pəʊz
to cause something, especially a problem or difficulty."
possess (verb),"pəˈzes
to have or own something, or to have a particular quality."
praise (noun),"preɪz
things that you say that express your admiration and approval of someone or something."
predator (noun),"ˈpred.ə.tər
an animal that hunts, kills, and eats other animals."
pregnancy (noun),"ˈpreɡ.nən.si
the state of being pregnant."
preliminary (adjective),"prɪˈlɪm.ɪ.nər.i
coming before a more important action or event, especially introducing or preparing for it."
presently (adverb),"ˈprez.ənt.li
now; at the present time."
preservation (noun),"ˌprez.əˈveɪ.ʃən
the act of keeping something the same or of preventing it from being damaged."
prestigious (adjective),"presˈtɪdʒ.əs
very much respected and admired, usually because of being important."
presume (verb),"prɪˈzjuːm
to believe something to be true because it is very likely, although you are not certain."
price (verb),"praɪs
to say what the price of something is."
principle (noun),"ˈprɪn.sə.pəl
a basic idea or rule that explains or controls how something happens or works."
prior (adjective),"praɪər
existing or happening before something else, or before a particular time."
privilege (noun),"ˈprɪv.əl.ɪdʒ
an advantage that only one person or group of people has, usually because of their position or because they are rich."
probability (noun),"ˌprɒb.əˈbɪl.ə.ti
the level of possibility of something happening or being true."
problematic (adjective),"ˌprɒb.ləˈmæt.ɪk
full of problems or difficulties."
proceed (verb),"prəˈsiːd
to continue as planned."
productivity (noun),"ˌprɒd.ʌkˈtɪv.ə.ti
the rate at which a company or country makes goods, usually judged in connection with the number of people and the amount of materials necessary to produce the goods."
professional (noun),"prəˈfeʃ.ən.əl
a person who has the type of job that needs a high level of education and training."
progressive (adjective),"prəˈɡres.ɪv
developing or happening gradually."
projection (noun),"prəˈdʒek.ʃən
a calculation or guess about the future based on information that you have."
prominent (adjective),"ˈprɒm.ɪ.nənt
very well known and important."
promising (adjective),"ˈprɒm.ɪ.sɪŋ
Something that is promising shows signs that it is going to be successful or enjoyable."
proportion (noun),"prəˈpɔː.ʃən
the number or amount of a group or part of something when compared to the whole."
proposition (noun),"ˌprɒp.əˈzɪʃ.ən
an offer or suggestion, usually in business."
prospective (adjective),"prəˈspek.tɪv
people who are expected to buy something, employ someone, become parents, etc.."
prosperity (noun),"prɒsˈper.ə.ti
the state of being successful and having a lot of money."
protein (noun),"ˈprəʊ.tiːn
one of the many substances found in food such as meat, cheese, fish, or eggs, that is necessary for the body to grow and be strong."
provision (noun),"prəˈvɪʒ.ən
the act of providing something."
pulse (noun),"pʌls
the regular beating of the heart, especially when it is felt at the wrist or side of the neck."
purely (adverb),"ˈpjʊə.li
only."
puzzle (verb),"ˈpʌz.əl
to cause someone to feel confused and slightly worried because they cannot understand something."
quote (verb),"kwəʊt
to repeat the words that someone else has said or written."
radiation (noun),"ˌreɪ.diˈeɪ.ʃən
a form of energy that comes from a nuclear reaction and that can be very dangerous to health."
random (adjective),"ˈræn.dəm
happening, done, or chosen by chance rather than according to a plan."
rank (noun),"ræŋk
a position in an organization, such as the army, showing the importance of the person having it."
rank (verb),"ræŋk
to have a position higher or lower than others, or to be considered to have such a position."
rate (verb),"reɪt
to judge the value or character of someone or something."
rating (noun),"ˈreɪ.tɪŋ
a measurement of how good or popular someone or something is."
ratio (noun),"ˈreɪ.ʃi.əʊ
the relationship between two groups or amounts that expresses how much bigger one is than the other."
rational (adjective),"ˈræʃ.ən.əl
based on clear thought and reason."
realization (noun),"ˌrɪə.laɪˈzeɪ.ʃən
the fact or moment of starting to understand a situation."
rear (verb),"rɪər
to care for young animals or children until they are able to care for themselves."
rear (noun),"rɪər
the back part of something."
reassure (verb),"ˌriː.əˈʃɔːr
to comfort someone and stop them from worrying."
rebellion (noun),"rɪˈbel.i.ən
violent action organized by a group of people who are trying to change the political system in their country."
reconstruction (noun),"ˌriː.kənˈstrʌk.ʃən
the process of building or creating something again that has been damaged or destroyed."
recruit (verb),"rɪˈkruːt
to persuade someone to work for a company or become a new member of an organization, especially the army."
recruitment (noun),"rɪˈkruːt.mənt
the process of finding people to work for a company or become a new member of an organization."
refusal (noun),"rɪˈfjuː.zəl
the act of refusing to do or accept something."
regard (noun),"rɪˈɡɑːd
respect or admiration for someone or something."
regardless (adverb),"rɪˈɡɑːd.ləs
despite; not being affected by something."
regulate (verb),"ˈreɡ.jə.leɪt
to control something, especially by making it work in a particular way."
reign (noun),"reɪn
the period of time when a king or queen rules a country."
relative (adjective),"ˈrel.ə.tɪv
being judged or measured in comparison with something else."
release (noun),"rɪˈliːs
an occasion when someone is allowed to leave prison, etc.."
relevance (noun),"ˈrel.ə.vəns
the degree to which something is related or useful to what is happening or being talked about."
reliability (noun),"rɪˌlaɪ.əˈbɪl.ə.ti
the quality of being able to be trusted or believed because of working or behaving well."
reluctant (adjective),"rɪˈlʌk.tənt
not willing to do something and therefore slow to do it."
remarkably (adverb),"rɪˈmɑː.kə.bli
used for emphasizing how surprising or unusual something is."
reminder (noun),"rɪˈmaɪn.dər
a written or spoken message that reminds someone to do something."
replacement (noun),"rɪˈpleɪs.mənt
the process of replacing something with something else."
reproduce (verb),"ˌriː.prəˈdʒuːs
to produce a copy of something, or to be copied in a production process."
republic (noun),"rɪˈpʌb.lɪk
a country without a king or queen, usually governed by elected representatives of the people and a president."
resemble (verb),"rɪˈzem.bəl
to look like or be like someone or something."
resident (adjective),"ˈrez.ɪ.dənt
living or staying in a place."
resist (verb),"rɪˈzɪst
to fight against something or someone that is attacking you."
resolve (verb),"rɪˈzɒlv
to solve or end a problem or difficulty."
respective (adjective),"rɪˈspek.tɪv
relating or belonging to each of the separate people or things you have just mentioned."
restrict (verb),"rɪˈstrɪkt
to limit the movements or actions of someone, or to limit something and reduce its size or prevent it from increasing."
resume (verb),"rɪˈzjuːm
If an activity resumes, or if you resume it, it starts again after a pause."
retail (noun),"ˈriː.teɪl
the activity of selling goods to the public, usually in shops."
revenue (noun),"ˈrev.ən.juː
the income that a government or company receives regularly."
reverse (verb),"rɪˈvɜːs
to change the direction, order, position, result, etc. of something to its opposite."
review (verb),"rɪˈvjuː
to think or talk about something again, in order to make changes to it or to make a decision about it."
rich (noun),"rɪtʃ
rich people considered together as a group."
riot (noun),"ˈraɪ.ət
an occasion when a large number of people behave in a noisy, violent, and uncontrolled way in public, often as a protest."
rival (noun),"ˈraɪ.vəl
a person, group, etc. competing with others for the same thing or in the same area."
sack (noun),"sæk
a large bag made of strong cloth, paper, or plastic, used to store large amounts of something."
sacred (adjective),"ˈseɪ.krɪd
considered to be holy and deserving respect, especially because of a connection with a god."
sacrifice (noun),"ˈsæk.rɪ.faɪs
the act of giving up something that is valuable to you in order to help someone else."
sacrifice (verb),"ˈsæk.rɪ.faɪs
to give up something that is valuable to you in order to help another person."
saint (noun),"seɪnt
(the title given to) a person who has received an official honour from the Christian, especially the Roman Catholic, Church for having lived in a good and holy way. The names of saints are sometimes used to name places and buildings."
scare (verb),"skeər
to (make a person or animal) feel frightened."
scholar (noun),"ˈskɒl.ər
a person who studies a subject in great detail, especially at a university."
scope (noun),"skəʊp
the range of a subject covered by a book, programme, discussion, class, etc.."
sector (noun),"ˈsek.tər
one of the areas into which the economic activity of a country is divided."
seemingly (adverb),"ˈsiː.mɪŋ.li
appearing to be something, especially when this is not true."
selective (adjective),"sɪˈlek.tɪv
intentionally choosing some things and not others."
self (noun),"self
the set of someone's characteristics, such as personality and ability, that are not physical and make that person different from other people."
sensitivity (noun),"ˌsen.sɪˈtɪv.ə.ti
an ability to understand what other people need, and be helpful and kind to them."
serial (adjective),"ˈsɪə.ri.əl
used to describe a person who repeatedly commits a similar crime or carries out a similar bad act, or the crime or act itself."
serial (noun),"ˈsɪə.ri.əl
a story on television or radio or in a newspaper, etc. that is broadcast or printed in separate parts."
set (adjective),"set
ready and prepared."
settlement (noun),"ˈset.əl.mənt
an official agreement that finishes an argument."
sharp (adverb),"ʃɑːp
suddenly or immediately."
sheer (adjective),"ʃɪər
used to emphasize how very great, important, or powerful a quality or feeling is; nothing except."
shift (verb),"ʃɪft
to (cause something or someone to) move or change from one position or direction to another, especially slightly."
significance (noun),"sɪɡˈnɪf.ɪ.kəns
importance."
similarly (adverb),"ˈsɪm.ɪ.lə.li
in a similar way."
simulation (noun),"ˌsɪm.jəˈleɪ.ʃən
a model of a set of problems or events that can be used to teach someone how to do something, or the process of making such a model."
sincere (adjective),"sɪnˈsɪər
(of a person, feelings, or behaviour) not pretending or lying; honest."
sketch (noun),"sketʃ
a simple, quickly-made drawing that does not have many details."
slavery (noun),"ˈsleɪ.vər.i
the activity of legally owning other people who are forced to work for or obey you."
slogan (noun),"ˈsləʊ.ɡən
a short easily remembered phrase, especially one used to advertise an idea or a product."
slot (noun),"slɒt
a long, narrow hole, especially one for putting coins into or for fitting a separate piece into."
soak (verb),"səʊk
to make something very wet, or (of liquid) to be absorbed in large amounts."
sole (adjective),"səʊl
being one only; single."
solely (adverb),"ˈsəʊl.li
only and not involving anyone or anything else."
solicitor (noun),"səˈlɪs.ɪ.tər
a type of lawyer in Britain and Australia who is trained to prepare cases and give advice on legal subjects and can represent people in lower courts."
solidarity (noun),"ˌsɒl.ɪˈdær.ə.ti
agreement between and support for the members of a group, especially a political group."
somewhat (adverb),"ˈsʌm.wɒt
to some degree."
spam (noun),"spæm
unwanted email, usually advertisements."
specifically (adverb),"spəˈsɪf.ɪ.kəl.i
for a particular reason, purpose, etc.."
specification (noun),"ˌspes.ɪ.fɪˈkeɪ.ʃən
a detailed description of how something should be done, made, etc.."
speculation (noun),"ˌspek.jəˈleɪ.ʃən
the activity of guessing possible answers to a question without having enough information to be certain."
spin (verb),"spɪn
to (cause to) turn around and around, especially fast."
spine (noun),"spaɪn
the line of bones down the centre of the back that provides support for the body and protects the spinal cord."
spokesman (noun),"ˈspəʊks.mən
someone who is chosen by a group or organization to speak officially to the public for them."
spokesperson (noun),"ˈspəʊksˌpɜː.sən
a person who is chosen to speak officially for a group or organization."
sponsorship (noun),"ˈspɒn.sə.ʃɪp
money that is given, usually by a company, to support a person, organization or activity."
spy (verb),"spaɪ
to secretly collect and report information about the activities of another country or organization."
stability (noun),"stəˈbɪl.ə.ti
a situation in which something is not likely to move or change."
stable (adjective),"ˈsteɪ.bəl
firmly fixed or not likely to move or change."
star (adjective),"stɑːr
best or most important."
starve (verb),"stɑːv
to (cause someone to) become very weak or die because there is not enough food to eat."
statistical (adjective),"stəˈtɪs.tɪ.kəl
relating to statistics."
status (noun),"ˈsteɪ.təs
an accepted or official position, especially in a social group."
stereotype (noun),"ˈster.i.ə.taɪp
a set idea that people have about what someone or something is like, especially an idea that is wrong."
stock (verb),"stɒk
If a shop or factory stocks something, it keeps a supply of it."
stock (noun),"stɒk
a supply of something for use or sale."
straight (adjective),"streɪt
clear or not complicated."
strategic (adjective),"strəˈtiː.dʒɪk
helping to achieve a plan, for example in business or politics."
stretch (noun),"stretʃ
a continuous area of land or water."
strip (noun),"strɪp
a long, flat, narrow piece."
subject (adjective),"ˈsʌb.dʒekt
to have or experience a particular thing, especially something unpleasant."
subsequent (adjective),"ˈsʌb.sɪ.kwənt
happening after something else."
subsequently (adverb),"ˈsʌb.sɪ.kwənt.li
after something else."
subsidy (noun),"ˈsʌb.sɪ.di
money given as part of the cost of something, to help or encourage it to happen."
substantially (adverb),"səbˈstæn.ʃəl.i
to a large degree."
substitution (noun),"ˌsʌb.stɪˈtʃuː.ʃən
the use of one person or thing instead of another."
successor (noun),"səkˈses.ər
someone or something that comes after another person or thing."
sufficiently (adverb),"səˈfɪʃ.ənt.li
enough."
summarize (verb),"ˈsʌm.ər.aɪz
to express the most important facts or ideas about something or someone in a short and clear form."
superior (adjective),"suːˈpɪə.ri.ər
better than average or better than other people or things of the same type."
superior (noun),"suːˈpɪə.ri.ər
a person or group of people who are higher in rank or social position than others."
supervision (noun),"ˌsuː.pəˈvɪʒ.ən
the act of watching a person or activity and making certain that everything is done correctly, safely, etc.."
supervisor (noun),"ˈsuː.pə.vaɪ.zər
a person whose job is to supervise someone or something."
supportive (adjective),"səˈpɔː.tɪv
showing agreement and giving encouragement."
suppose (conjunction),"səˈpəʊz
used at the beginning of a sentence or clause to mean 'what would happen if'."
supposedly (adverb),"səˈpəʊ.zɪd.li
used to show that you do not believe that something you have been told is true."
supreme (adjective),"suːˈpriːm
having the highest rank, level, or importance."
surge (verb),"sɜːdʒ
to increase suddenly and strongly."
surge (noun),"sɜːdʒ
a sudden and great increase."
surgeon (noun),"ˈsɜː.dʒən
a doctor who is specially trained to perform medical operations."
survey (verb),"səˈveɪ
to look at or examine all of something, especially carefully."
suspend (verb),"səˈspend
to stop something from being active, either temporarily or permanently."
sustainable (adjective),"səˈsteɪ.nə.bəl
able to continue over a period of time."
tactic (noun),"ˈtæk.tɪk
a planned way of doing something."
tax (verb),"tæks
to make someone pay a tax."
tendency (noun),"ˈten.dən.si
If someone has a tendency to do or like something, they will probably do it or like it."
texture (noun),"ˈteks.tʃər
the quality of something that can be decided by touch; the degree to which something is rough or smooth, or soft or hard."
thankfully (adverb),"ˈθæŋk.fəl.i
used, usually at the beginning of a sentence, to show you are happy or grateful about something."
therapist (noun),"ˈθer.ə.pɪst
someone whose job is to treat a particular type of mental or physical illness or disability, usually with a particular type of therapy."
thereby (adverb),"ˌðeəˈbaɪ
as a result of this action."
this (adverb),"ðɪs
as much as shown or to a particular degree."
thrive (verb),"θraɪv
to grow, develop, or be successful."
tobacco (noun),"təˈbæk.əʊ
a substance smoked in cigarettes, pipes, etc. that is prepared from the dried leaves of a particular plant."
toll (noun),"təʊl
a small amount of money that you have to pay to use a road, cross a bridge, etc.."
total (verb),"ˈtəʊ.təl
to have as a complete amount, or to calculate this."
trace (verb),"treɪs
to find someone or something that was lost."
track (noun),"træk
the pair of long metal bars fixed on the ground at an equal distance from each other, along which trains travel."
transaction (noun),"trænˈzæk.ʃən
an occasion when someone buys or sells something, or when money is exchanged or the activity of buying or selling something."
transformation (noun),"ˌtræns.fəˈmeɪ.ʃən
a complete change in the appearance or character of something or someone, especially so that that thing or person is improved."
transmit (verb),"trænzˈmɪt
to broadcast something, or to send out or carry signals or messages using radio, television, etc.."
trigger (verb),"ˈtrɪɡ.ər
to cause something to start."
triumph (noun),"ˈtraɪ.əmf
a very great success, achievement, or victory (= when you win a war, fight, or competition), or a feeling of great satisfaction or pleasure caused by this."
troubled (adjective),"ˈtrʌb.əld
having problems or difficulties."
tuition (noun),"tʃuːˈɪʃ.ən
teaching, especially when given to a small group or one person, such as in a college or university."
turnover (noun),"ˈtɜːnˌəʊ.vər
the amount of business that a company does in a period of time."
ultimately (adverb),"ˈʌl.tɪ.mət.li
finally, after a series of things have happened."
uncertainty (noun),"ʌnˈsɜː.tən.ti
a situation in which something is not known, or something that is not known or certain."
undergo (verb),"ˌʌn.dəˈɡəʊ
to experience something that is unpleasant or something that involves a change."
undertake (verb),"ˌʌn.dəˈteɪk
to do or begin to do something, especially something that will take a long time or be difficult."
unemployed (noun),"ˌʌn.ɪmˈplɔɪd
people who do not have a job that provides money."
unfold (verb),"ʌnˈfəʊld
to open or spread out something that has been folded."
unite (verb),"juːˈnaɪt
to join together as a group, or to make people join together as a group; to combine."
unity (noun),"ˈjuː.nə.ti
the state of being joined together or in agreement."
unknown (noun),"ʌnˈnəʊn
what is not familiar or known."
upcoming (adjective),"ˈʌpˌkʌm.ɪŋ
happening soon."
upwards (adverb),"ˈʌp.wədz
towards a higher position, level, or value."
urge (verb),"ɜːdʒ
to strongly advise or try to persuade someone to do a particular thing."
usage (noun),"ˈjuː.sɪdʒ
the way a particular word in a language, or a language in general, is used."
utterly (adverb),"ˈʌt.əl.i
completely or extremely."
vague (adjective),"veɪɡ
not clearly expressed, known, described, or decided."
variable (adjective),"ˈveə.ri.ə.bəl
likely to change often."
variable (noun),"ˈveə.ri.ə.bəl
a number, amount, or situation that can change."
vein (noun),"veɪn
a tube that carries blood to the heart from the other parts of the body."
verify (verb),"ˈver.ɪ.faɪ
to prove that something exists or is true, or to make certain that something is correct."
versus (preposition),"ˈvɜː.səs
used to say that one team or person is competing against another."
vertical (adjective),"ˈvɜː.tɪ.kəl
standing or pointing straight up or at an angle of 90° to a horizontal surface or line."
virtual (adjective),"ˈvɜː.tʃu.əl
almost a particular thing or quality."
voluntary (adjective),"ˈvɒl.ən.tər.i
done, made, or given willingly, without being forced or paid to do it."
volunteer (verb),"ˌvɒl.ənˈtɪər
to offer to do something that you do not have to do, often without having been asked to do it and/or without expecting payment."
warrior (noun),"ˈwɒr.i.ər
a soldier, usually one who has both experience and skill in fighting, especially in the past."
weaken (verb),"ˈwiː.kən
to (cause to) become less strong, powerful, determined, or effective."
well-being (noun),"ˌwelˈbiː.ɪŋ
the state of feeling healthy and happy."
whatsoever (adverb),"ˌwɒt.səʊˈev.ər
used after a negative phrase to add emphasis to the idea that is being expressed."
widespread (adjective),"ˌwaɪdˈspred
existing or happening in many places and/or among many people."
win (noun),"wɪn
an occasion when someone wins a game or competition."
wit (noun),"wɪt
the ability to use words in a clever and humorous way."
withdraw (verb),"wɪðˈdrɔː
to take or move out or back, or to remove."
workplace (noun),"ˈwɜːk.pleɪs
a building or room where people perform their jobs, or these places generally."
worse (noun),"wɜːs
something that is more unpleasant or difficult."
worship (verb),"ˈwɜː.ʃɪp
to have or show a strong feeling of respect and admiration for God or a god."
worthy (adjective),"ˈwɜː.ði
deserving respect, admiration, or support."
youngster (noun),"ˈjʌŋ.stər
a young person, usually an older child."
