word,answer
precede (verb),"prɪˈsiːd
to be or go before something or someone in time or space."
precedent (noun),"ˈpres.ɪ.dənt
an action, situation, or decision that has already happened and can be used as a reason why a similar action or decision should be performed or made."
predecessor (noun),"ˈpriː.dɪˌses.ər
someone who had a job or a position before someone else, or something that comes before another thing in time or in a series."
predominantly (adverb),"prɪˈdɒm.ɪ.nənt.li
mostly or mainly."
premium (adjective),"ˈpriː.mi.əm
used to refer to something that is of higher than usual quality."
prescribe (verb),"prɪˈskraɪb
(of a doctor) to say what medical treatment someone should have."
pressure (noun),"ˈpreʃ.ər
the force you produce when you press something."
prevail (verb),"prɪˈveɪl
to get control or influence."
prey (noun),"preɪ
an animal that is hunted and killed for food by another animal."
prime (adjective),"praɪm
main or most important."
print (noun),"prɪnt
letters, numbers, or symbols that have been produced on paper by a machine using ink."
produce (noun),"ˈprɒdʒ.uːs
food or any other substance or material that is grown or obtained through farming."
profound (adjective),"prəˈfaʊnd
felt or experienced very strongly or in an extreme way."
propaganda (noun),"ˌprɒp.əˈɡæn.də
information, ideas, opinions, or images, often only giving one part of an argument, that are broadcast, published, or in some other way spread with the intention of influencing people's opinions."
prosecute (verb),"ˈprɒs.ɪ.kjuːt
to officially accuse someone of committing a crime in a law court, or (of a lawyer) to try to prove that a person accused of committing a crime is guilty of that crime."
prosecution (noun),"ˌprɒs.ɪˈkjuː.ʃən
the act of prosecuting someone."
prosecutor (noun),"ˈprɒs.ɪ.kjuː.tər
a legal official who accuses someone of committing a crime, especially in a law court."
province (noun),"ˈprɒv.ɪns
one of the areas that a country or empire is divided into as part of the organization of its government, which often has some control over its own laws ."
provoke (verb),"prəˈvəʊk
to cause a reaction, especially a negative one."
puzzle (noun),"ˈpʌz.əl
a situation that is difficult to understand."
quest (noun),"kwest
a long search for something that is difficult to find, or an attempt to achieve something difficult."
quotation (noun),"kwəʊˈteɪ.ʃən
a phrase or short piece of writing taken from a longer work of literature, poetry, etc. or what someone else has said."
quote (noun),"kwəʊt
the price that a person or company says they will charge to do a piece of work."
racist (noun),"ˈreɪ.sɪst
someone who believes that their race makes them better, more intelligent, more moral, etc. than people of other races and who does or says unfair or harmful things as a result."
racist (adjective),"ˈreɪ.sɪst
coming from or having the belief that people who belong to other races are not as good, intelligent, moral, etc. as people who belong to your own race ."
radical (noun),"ˈræd.ɪ.kəl
a person who supports great social and political change."
radical (adjective),"ˈræd.ɪ.kəl
believing or expressing the belief that there should be great or extreme social or political change."
rage (verb),"reɪdʒ
to speak very angrily to someone."
raid (verb),"reɪd
to attack a place suddenly."
raid (noun),"reɪd
a short sudden attack, usually by a small group of people."
rally (noun),"ˈræl.i
a public meeting of a large group of people, especially supporters of a particular opinion."
read (noun),"riːd
the act of reading something."
realm (noun),"relm
an area of interest or activity."
reasoning (noun),"ˈriː.zən.ɪŋ
the process of thinking about something in order to make a decision."
recognition (noun),"ˌrek.əɡˈnɪʃ.ən
agreement that something is true or legal."
recruit (noun),"rɪˈkruːt
a new member of an organization, especially the army."
referendum (noun),"ˌref.əˈren.dəm
a vote in which all the people in a country or an area are asked to give their opinion about or decide an important political or social question."
reform (noun),"rɪˈfɔːm
an improvement, especially in a person's behaviour or in the structure of something."
reform (verb),"rɪˈfɔːm
to make an improvement, especially by changing a person's behaviour or the structure of something."
refuge (noun),"ˈref.juːdʒ
(a place that gives) protection or shelter from danger, trouble, unhappiness, etc.."
regime (noun),"reɪˈʒiːm
a particular government or a system or method of government."
reign (verb),"reɪn
to be the king or queen of a country."
reinforce (verb),"ˌriː.ɪnˈfɔːs
to make something stronger."
rejection (noun),"rɪˈdʒek.ʃən
the act of refusing to accept, use, or believe someone or something."
relate (verb),"rɪˈleɪt
to find or show the connection between two or more things."
relieve (verb),"rɪˈliːv
to make an unpleasant feeling, such as pain or worry, less strong."
render (verb),"ˈren.dər
to cause someone or something to be in a particular state."
renowned (adjective),"rɪˈnaʊnd
famous for something."
repeated (adjective),"rɪˈpiː.tɪd
happening again and again."
reportedly (adverb),"rɪˈpɔː.tɪd.li
according to what many people say."
represent (verb),"ˌrep.rɪˈzent
to speak, act, or be present officially for another person or people."
representation (noun),"ˌrep.rɪ.zenˈteɪ.ʃən
a person or organization that speaks, acts, or is present officially for someone else."
reproduction (noun),"ˌriː.prəˈdʌk.ʃən
the process of having babies, producing young, or producing new plants."
residence (noun),"ˈrez.ɪ.dəns
a home."
resignation (noun),"ˌrez.ɪɡˈneɪ.ʃən
the act of telling your employer that you are leaving your job."
resistance (noun),"rɪˈzɪs.təns
the act of fighting against something that is attacking you, or refusing to accept something."
resolution (noun),"ˌrez.əˈluː.ʃən
an official decision that is made after a group or organization has voted."
resolve (noun),"rɪˈzɒlv
strong determination."
restriction (noun),"rɪˈstrɪk.ʃən
an official limit on something."
retain (verb),"rɪˈteɪn
to keep or continue to have something."
retreat (noun),"rɪˈtriːt
a move back by soldiers or an army, either because they have been defeated or in order to avoid fighting."
retreat (verb),"rɪˈtriːt
to go away from a place or person in order to escape from fighting or danger."
retrieve (verb),"rɪˈtriːv
to find and bring back something."
revelation (noun),"ˌrev.əˈleɪ.ʃən
the act of making something known that was secret, or a fact that is made known."
reverse (noun),"rɪˈvɜːs
the opposite of what has been suggested."
review (noun),"rɪˈvjuː
the act of considering something again in order to make changes to it, give an opinion of it or study it."
revival (noun),"rɪˈvaɪ.vəl
the process of becoming more active or popular again."
revive (verb),"rɪˈvaɪv
to come or bring something back to life, health, existence, or use."
riot (verb),"ˈraɪ.ət
to take part in a riot."
ritual (noun),"ˈrɪtʃ.u.əl
a way of doing something in which the same actions are done in the same way every time."
rival (verb),"ˈraɪ.vəl
to be as good, clever, beautiful, etc. as someone or something else."
rock (verb),"rɒk
to (cause someone or something to) move backwards and forwards or from side to side in a regular way."
round (noun),"raʊnd
a number of things or group of events."
ruling (noun),"ˈruː.lɪŋ
a decision."
running (adjective),"ˈrʌn.ɪŋ
happening on a particular number of regular occasions."
sail (noun),"seɪl
a sheet of material attached to a pole on a boat to catch the wind and make the boat move."
scan (verb),"skæn
to look at something carefully, with the eyes or with a machine, in order to get information."
scattered (adjective),"ˈskæt.əd
covering a wide area."
scenario (noun),"sɪˈnɑː.ri.əʊ
a description of possible actions or events in the future."
sceptical (adjective),"ˈskep.tɪ.kəl
doubting that something is true or useful."
scrutiny (noun),"ˈskruː.tɪ.ni
the careful and detailed examination of something in order to get information about it."
seal (verb),"siːl
to close an entrance or container so that nothing can enter or leave it."
sense (verb),"sens
to feel or experience something without being able to explain exactly how."
sentiment (noun),"ˈsen.tɪ.mənt
a thought, opinion, or idea based on a feeling about a situation, or a way of thinking about something."
sequence (noun),"ˈsiː.kwəns
a series of related things or events, or the order in which they follow each other."
shape (verb),"ʃeɪp
to decide or influence the form of something, especially a belief or idea, or someone's character."
shelter (verb),"ˈʃel.tər
to protect yourself, or another person or thing, from bad weather, danger, or attack."
shrug (verb),"ʃrʌɡ
to raise your shoulders and then lower them in order to say you do not know or are not interested."
sibling (noun),"ˈsɪb.lɪŋ
a brother or sister."
signal (verb),"ˈsɪɡ.nəl
to make a movement, sound, flash, etc. that gives information or tells people what to do."
sin (noun),"sɪn
the offence of breaking, or the breaking of, a religious or moral law."
skull (noun),"skʌl
the bones of the head that surround the brain and give the head its shape."
slap (noun),"slæp
a quick hit with the flat part of the hand or other flat object."
slow (verb),"sləʊ
to reduce speed or activity, or to make something do this."
snap (verb),"snæp
to cause something that is thin to break suddenly and quickly with a cracking sound."
soar (verb),"sɔːr
to rise very quickly to a high level."
spark (noun),"spɑːk
a very small piece of fire that flies out from something that is burning, or one that is made by rubbing two hard things together, or a flash of light made by electricity."
spark (verb),"spɑːk
to cause the start of something, especially an argument or fighting."
specimen (noun),"ˈspes.ə.mɪn
something shown or examined as an example; a typical example."
spectrum (noun),"ˈspek.trəm
the set of colours into which a beam of light can be separated, or a range of waves, such as light waves or radio waves."
speculate (verb),"ˈspek.jə.leɪt
to guess possible answers to a question when you do not have enough information to be certain."
spending (noun),"ˈspen.dɪŋ
the money that is used for a particular purpose, especially by a government or organization."
spotlight (noun),"ˈspɒt.laɪt
a lamp whose beam can be directed, or a circle of light produced by such a lamp."
spouse (noun),"spaʊs
a person's husband or wife."
spring (verb),"sprɪŋ
to move quickly and suddenly towards a particular place."
squad (noun),"skwɒd
a small group of people trained to work together as a unit."
stable (noun),"ˈsteɪ.bəl
a building in which horses are kept."
stage (verb),"steɪdʒ
to arrange and perform a play or show."
stance (noun),"stɑːns
a way of thinking about something, especially expressed in a publicly stated opinion."
stimulus (noun),"ˈstɪm.jə.ləs
something that causes growth or activity."
strand (noun),"strænd
a thin thread of something, often one of a few, twisted around each other to make a string or rope."
strive (verb),"straɪv
to try very hard to do something or to make something happen, especially for a long time or against difficulties."
structural (adjective),"ˈstrʌk.tʃər.əl
relating to the way in which parts of a system or object are arranged."
structure (verb),"ˈstrʌk.tʃər
to plan, organize, or arrange the parts of something."
stumble (verb),"ˈstʌm.bəl
to step awkwardly while walking or running and fall or begin to fall."
subtle (adjective),"ˈsʌt.əl
not loud, bright, noticeable, or obvious in any way."
successive (adjective),"səkˈses.ɪv
happening one after the other without any break."
suck (verb),"sʌk
to pull in liquid or air through your mouth without using your teeth, or to move the tongue and muscles of the mouth around something inside your mouth, often in order to dissolve it."
sue (verb),"suː
to take legal action against a person or organization, especially by making a legal claim for money because of some harm that they have caused you."
summit (noun),"ˈsʌm.ɪt
an important formal meeting between leaders of governments from two or more countries."
supplement (noun),"ˈsʌp.lɪ.mənt
something that is added to something else in order to improve it or complete it; something extra."
supplement (verb),"ˈsʌp.lɪ.ment
to add something to something to make it larger or better."
suppress (verb),"səˈpres
to end something by force."
surplus (noun),"ˈsɜː.pləs
(an amount that is) more than is needed."
surrender (verb),"sərˈen.dər
to stop fighting and admit defeat."
sustain (verb),"səˈsteɪn
to cause or allow something to continue for a period of time."
symbolic (adjective),"sɪmˈbɒl.ɪk
representing something else."
systematic (adjective),"ˌsɪs.təˈmæt.ɪk
according to an agreed set of methods or organized plan."
tank (noun),"tæŋk
a container that holds liquid or gas."
target (verb),"ˈtɑː.ɡɪt
to direct advertising, criticism, or a product at someone."
taxpayer (noun),"ˈtæksˌpeɪ.ər
a person who pays tax."
tenant (noun),"ˈten.ənt
a person who pays rent for the use of land or a building."
tender (adjective),"ˈten.dər
gentle, loving, or kind."
testify (verb),"ˈtes.tɪ.faɪ
(of a person) to speak seriously about something, especially in a law court, or to give or provide proof."
theoretical (adjective),"θɪəˈret.ɪ.kəl
based on the ideas that relate to a subject, not the practical uses of that subject."
thereafter (adverb),"ˌðeəˈrɑːf.tər
continuing on from a particular point in time, especially after something else has stopped happening."
thread (noun),"θred
(a length of) a very thin fibre."
thread (verb),"θred
to put something long and thin such as string or thread through a narrow hole or into a small space."
timber (noun),"ˈtɪm.bər
trees that are grown so that the wood from them can be used for building."
tin (noun),"tɪn
a chemical element that is a silver-coloured metal, often combined with other metals or used to cover and protect other metals."
tip (verb),"tɪp
to (cause to) move so that one side is higher than another side."
toe (verb),"təʊ
to do what you are ordered or expected to do."
tolerance (noun),"ˈtɒl.ər.əns
willingness to accept behaviour and beliefs that are different from your own, although you might not agree with or approve of them."
top (verb),"tɒp
to be on the upper surface of something, especially as a decoration."
torture (noun),"ˈtɔː.tʃər
the act of causing great physical or mental pain in order to persuade someone to do something or to give information, or to be cruel to a person or animal."
torture (verb),"ˈtɔː.tʃər
to cause great physical or mental pain to someone intentionally."
toss (verb),"tɒs
to throw something carelessly."
touch (noun),"tʌtʃ
a small amount."
track (verb),"træk
to follow a person or animal by looking for proof that they have been somewhere, or by using electronic equipment."
trait (noun),"treɪt
a particular characteristic that can produce a particular type of behaviour."
transition (noun),"trænˈzɪʃ.ən
a change from one form or type to another, or the process by which this happens."
transmission (noun),"trænzˈmɪʃ.ən
the process of broadcasting or sending out something by radio or television, on the internet, etc., or something that is broadcast or sent out ."
trauma (noun),"ˈtrɔː.mə
severe and lasting emotional shock and pain caused by an extremely upsetting experience, or a case of such shock happening."
treasure (verb),"ˈtreʒ.ər
to take great care of something because you love it or consider it very valuable."
treat (noun),"triːt
a special and enjoyable occasion or experience."
treaty (noun),"ˈtriː.ti
a written agreement between two or more countries, formally approved and signed by their leaders."
tribal (adjective),"ˈtraɪ.bəl
relating to a tribe."
tribute (noun),"ˈtrɪb.juːt
something that you say, write, or give that shows your respect and admiration for someone, especially on a formal occasion."
trio (noun),"ˈtriː.əʊ
a group of three people or things."
twist (verb),"twɪst
to turn something, especially repeatedly, or to turn or wrap one thing around another."
underlying (adjective),"ˌʌn.dəˈlaɪ.ɪŋ
real but not immediately obvious."
undermine (verb),"ˌʌn.dəˈmaɪn
to make someone less confident, less powerful, or less likely to succeed, or to make something weaker, often gradually."
unprecedented (adjective),"ʌnˈpres.ɪ.den.tɪd
never having happened or existed in the past."
uphold (verb),"ʌpˈhəʊld
to defend or keep a principle or law, or to say that a decision that has already been made, especially a legal one, is correct."
urge (noun),"ɜːdʒ
a strong wish, especially one that is difficult or impossible to control."
validity (noun),"vəˈlɪd.ə.ti
the quality of being based on truth or reason, or of being able to be accepted."
value (verb),"ˈvæl.juː
to give a judgment about how much money something might be sold for."
venture (noun),"ˈven.tʃər
a new activity, usually in business, that involves risk or uncertainty."
venture (verb),"ˈven.tʃər
to risk going somewhere or doing something that might be dangerous or unpleasant, or to risk saying something that might be criticized."
verbal (adjective),"ˈvɜː.bəl
spoken rather than written."
verdict (noun),"ˈvɜː.dɪkt
an opinion or decision made after judging the facts that are given, especially one made at the end of a trial."
very (adjective),"ˈver.i
(used to add emphasis to a noun) exact or particular."
veteran (noun),"ˈvet.ər.ən
a person who has had a lot of experience of a particular activity."
viable (adjective),"ˈvaɪ.ə.bəl
able to work as intended or able to succeed."
vice (noun),"vaɪs
a moral fault or weakness in someone's character."
vicious (adjective),"ˈvɪʃ.əs
Vicious people or actions show an intention or wish to hurt someone or something very badly."
view (verb),"vjuː
to have a particular opinion or way of thinking about someone or something."
villager (noun),"ˈvɪl.ɪ.dʒər
a person who lives in a village."
virtue (noun),"ˈvɜː.tʃuː
a good moral quality in a person, or the general quality of being morally good."
voice (verb),"vɔɪs
to say what you think about a particular subject, especially to express a doubt, complaint, etc. that you have about it."
vow (verb),"vaʊ
to make a determined decision or promise to do something."
vow (noun),"vaʊ
a serious promise or decision."
vulnerable (adjective),"ˈvʌl.nər.ə.bəl
able to be easily physically or mentally hurt, influenced, or attacked."
warehouse (noun),"ˈweə.haʊs
a large building for storing things before they are sold, used, or sent out to shops, or ."
weed (noun),"wiːd
any wild plant that grows in an unwanted place, especially in a garden or field where it prevents the cultivated plants from growing freely."
welfare (noun),"ˈwel.feər
help given, especially by the state or an organization, to people who need it, especially because they do not have enough money."
whereby (adverb),"weəˈbaɪ
by which way or method."
whole (adverb),"həʊl
as a single object and not in pieces."
wholly (adverb),"ˈhəʊl.li
completely."
withdrawal (noun),"wɪðˈdrɔː.əl
when you take money out of a bank account."
workforce (noun),"ˈwɜːk.fɔːs
the group of people who work in a company, industry, country, etc.."
worship (noun),"ˈwɜː.ʃɪp
the act of worshipping God or a god, often through praying or singing."
yield (verb),"jiːld
to supply or produce something positive such as a profit, an amount of food or information."
