word,answer
determined (adjective),"dɪˈtɜː.mɪnd
wanting to do something very much and not allowing anyone or any difficulties to stop you."
device (noun),"dɪˈvaɪs
an object or machine that has been invented for a particular purpose."
devil (noun),"ˈdev.əl
an evil being, often represented in human form but with a tail and horns."
dialogue (noun),"ˈdaɪ.ə.lɒɡ
conversation that is written for a book, play, or film."
diamond (noun),"ˈdaɪə.mənd
a transparent, extremely hard precious stone that is used in jewellery, and in industry for cutting hard things."
differ (verb),"ˈdɪf.ər
to be not like something or someone else, either physically or in another way."
dilemma (noun),"daɪˈlem.ə
a situation in which a difficult choice has to be made between two different things you could do."
dimension (noun),"ˌdaɪˈmen.ʃən
a measurement of something in a particular direction, especially its height, length, or width."
dip (verb),"dɪp
to put something into a liquid for a short time."
diplomat (noun),"ˈdɪp.lə.mæt
an official whose job is to represent one country in another, and who usually works in an embassy."
disability (noun),"ˌdɪs.əˈbɪl.ə.ti
an illness, injury, or condition that makes it difficult for someone to do some things that other people do, and that is usually permanent or lasts for a long time."
disagreement (noun),"ˌdɪs.əˈɡriː.mənt
an argument or a situation in which people do not have the same opinion."
disaster (noun),"dɪˈzɑː.stər
(an event that results in) great harm, damage, or death, or serious difficulty."
disc (noun),"dɪsk
a circular flat object."
discipline (noun),"ˈdɪs.ə.plɪn
training that makes people more willing to obey or more able to control themselves, often in the form of rules, and punishments if these are broken, or the behaviour produced by this training."
discourage (verb),"dɪˈskʌr.ɪdʒ
to make someone feel less confident, enthusiastic, and positive about something, or less willing to do something."
discovery (noun),"dɪˈskʌv.ər.i
the process of finding information, a place, or an object, especially for the first time, or the thing that is found."
dishonest (adjective),"dɪˈsɒn.ɪst
not honest."
dislike (noun),"dɪˈslaɪk
a feeling of not liking something or someone."
disposal (noun),"dɪˈspəʊ.zəl
the act of getting rid of something, especially by throwing it away."
disrupt (verb),"dɪsˈrʌpt
to prevent something, especially a system, process, or event, from continuing as usual or as expected."
distant (adjective),"ˈdɪs.tənt
far away."
distinction (noun),"dɪˈstɪŋk.ʃən
a difference between two similar things."
distinguish (verb),"dɪˈstɪŋ.ɡwɪʃ
to notice or understand the difference between two things, or to make one person or thing seem different from another."
distract (verb),"dɪˈstrækt
to make someone stop giving their attention to something."
distribute (verb),"dɪˈstrɪb.juːt
to give something out to several people, or to spread or supply something."
disturb (verb),"dɪˈstɜːb
to interrupt what someone is doing."
dive (noun),"daɪv
a jump into water with your head going in first."
diverse (adjective),"daɪˈvɜːs
including many different types of people or things."
division (noun),"dɪˈvɪʒ.ən
the act of separating something into parts or groups, or the way that it is separated."
divorce (verb),"dɪˈvɔːs
to end your marriage by an official or legal process."
domestic (adjective),"dəˈmes.tɪk
relating to a person's own country."
dominate (verb),"ˈdɒm.ɪ.neɪt
to have control over a place or person."
donate (verb),"dəʊˈneɪt
to give money or goods to help a person or organization."
donation (noun),"dəʊˈneɪ.ʃən
money or goods that are given to help a person or organization, or the act of giving them."
dose (noun),"dəʊs
a measured amount of something such as medicine."
dot (noun),"dɒt
a very small round mark."
double (verb),"ˈdʌb.əl
to become twice as much or as many, or to make something twice as much or many."
doubt (verb),"daʊt
to not feel certain or confident about something or to think that something is not probable."
down (adjective),"daʊn
unhappy; unable to feel excited or energetic about anything."
draft (noun),"drɑːft
a piece of text, a formal suggestion, or a drawing in its original state, often containing the main ideas and intentions but not the developed form."
drag (verb),"dræɡ
to move something by pulling it along a surface, usually the ground."
dramatic (adjective),"drəˈmæt.ɪk
very sudden or noticeable, or full of action and excitement."
dramatically (adverb),"drəˈmæt.ɪ.kəl.i
suddenly or obviously."
drown (verb),"draʊn
to (cause to) die by being unable to breathe underwater."
drug (noun),"drʌɡ
any natural or artificially made chemical that is used as a medicine."
drunk (adjective),"drʌŋk
unable to speak or act in the usual way because of having had too much alcohol."
dynamic (adjective),"daɪˈnæm.ɪk
having a lot of ideas and enthusiasm."
eager (adjective),"ˈiː.ɡər
wanting very much to do or have something, especially something interesting or enjoyable."
earnings (noun),"ˈɜː.nɪŋz
the amount of money that someone is paid for working."
earthquake (noun),"ˈɜːθ.kweɪk
a sudden violent movement of the earth's surface, sometimes causing great damage."
ecological (adjective),"ˌiː.kəˈlɒdʒ.ɪ.kəl
relating to ecology or the environment."
economic (adjective),"ˌiː.kəˈnɒm.ɪk
relating to trade, industry, or money."
economist (noun),"iˈkɒn.ə.mɪst
a person who studies or has a special knowledge of economics."
economy (noun),"iˈkɒn.ə.mi
the system of trade and industry by which the wealth of a country is made and used."
edit (verb),"ˈed.ɪt
to make changes to a text or film, deciding what will be removed and what will be kept in, in order to prepare it for being printed or shown."
edition (noun),"ɪˈdɪʃ.ən
a particular form in which a book, magazine, or newspaper is published."
editor (noun),"ˈed.ɪ.tər
a person who corrects or changes pieces of text or films before they are printed or shown, or a person who is in charge of a newspaper or magazine."
educate (verb),"ˈedʒ.u.keɪt
to teach someone, especially using the formal system of school, college, or university."
educated (adjective),"ˈedʒ.u.keɪ.tɪd
having learned a lot at school or university and having a good level of knowledge."
educational (adjective),"ˌedʒ.ʊˈkeɪ.ʃən.əl
providing education or relating to education."
effective (adjective),"ɪˈfek.tɪv
successful or achieving the results that you want."
effectively (adverb),"ɪˈfek.tɪv.li
in a way that is successful and achieves what you want."
efficiently (adverb),"ɪˈfɪʃ.ənt.li
working or operating in an organized, quick, and effective way."
either (determiner),"ˈaɪ.ðər
both."
elect (verb),"iˈlekt
to decide on or choose, especially to choose a person for a particular job, by voting."
electronics (noun),"ˌel.ekˈtrɒn.ɪks
the scientific study of electric current and the technology that uses it."
elegant (adjective),"ˈel.ɪ.ɡənt
graceful and attractive in appearance or behaviour."
element (noun),"ˈel.ɪ.mənt
a part of something."
elsewhere (adverb),"ˌelsˈweər
at, in, from, or to another place or other places; anywhere or somewhere else."
embarrassment (noun),"ɪmˈbær.əs.mənt
the feeling of being embarrassed, or something that makes you feel embarrassed."
emerge (verb),"ɪˈmɜːdʒ
to appear by coming out of something or out from behind something."
emotion (noun),"ɪˈməʊ.ʃən
a strong feeling such as love or anger, or strong feelings in general."
emotional (adjective),"ɪˈməʊ.ʃən.əl
relating to the emotions."
emotionally (adverb),"ɪˈməʊ.ʃən.əl.i
in a way that relates to the emotions."
emphasis (noun),"ˈem.fə.sɪs
the particular importance or attention that is given to something."
emphasize (verb),"ˈem.fə.saɪz
to show that something is very important or worth giving attention to."
enable (verb),"ɪˈneɪ.bəl
to make someone able to do something, or to make something possible."
encouragement (noun),"ɪnˈkʌr.ɪdʒ.mənt
words or behaviour that give someone confidence to do something."
encouraging (adjective),"ɪnˈkʌr.ɪ.dʒɪŋ
making you feel more confidence or hope."
endless (adjective),"ˈend.ləs
never finishing, or seeming never to finish."
endure (verb),"ɪnˈdʒʊər
to suffer something difficult, unpleasant, or painful."
enquire (verb),"ɪnˈkwaɪər
to 
inquire ."
ensure (verb),"ɪnˈʃɔːr
to make something certain to happen."
entertaining (adjective),"en.təˈteɪ.nɪŋ
funny and enjoyable."
enthusiasm (noun),"ɪnˈθjuː.zi.æz.əm
a feeling of energetic interest in a particular subject or activity and an eagerness to be involved in it."
enthusiastic (adjective),"ɪnˌθjuː.ziˈæs.tɪk
showing enthusiasm."
entire (adjective),"ɪnˈtaɪər
whole or complete, with nothing missing."
entirely (adverb),"ɪnˈtaɪə.li
completely."
entitle (verb),"ɪnˈtaɪ.təl
to give someone the right to do or have something."
episode (noun),"ˈep.ɪ.səʊd
a single event or group of related events."
equal (noun),"ˈiː.kwəl
someone or something that has the same importance as someone or something else and deserves the same treatment."
equality (noun),"iˈkwɒl.ə.ti
the right of different groups of people to have a similar social position and receive the same treatment."
equally (adverb),"ˈiː.kwə.li
fairly and in the same way."
equip (verb),"ɪˈkwɪp
to provide a person or a place with objects that are necessary for a particular purpose."
era (noun),"ˈɪə.rə
a period of time of which particular events or stages of development are typical."
error (noun),"ˈer.ər
a mistake."
essentially (adverb),"ɪˈsen.ʃəl.i
relating to the most important characteristics or ideas of something."
establish (verb),"ɪˈstæb.lɪʃ
to start a company or organization that will continue for a long time."
estate (noun),"ɪˈsteɪt
a large area of land in the country that is owned by a family or an organization and is often used for growing crops or raising animals."
estimate (noun),"ˈes.tɪ.mət
a guess of what the size, value, amount, cost, etc. of something might be."
estimate (verb),"ˈes.tɪ.meɪt
to guess or calculate the cost, size, value, etc. of something."
eventually (adverb),"ɪˈven.tʃu.ə.li
in the end, especially after a long time or a lot of effort, problems, etc.."
evidence (noun),"ˈev.ɪ.dəns
one or more reasons for believing that something is or is not true."
evident (adjective),"ˈev.ɪ.dənt
easily seen or understood."
evil (adjective),"ˈiː.vəl
morally bad, cruel, or very unpleasant."
evil (noun),"ˈiː.vəl
something that is very bad and harmful."
evolution (noun),"ˌiː.vəˈluː.ʃən
the way in which living things change and develop over millions of years."
examination (noun),"ɪɡˌzæm.ɪˈneɪ.ʃən
the act of looking at or considering something carefully in order to discover something."
examine (verb),"ɪɡˈzæm.ɪn
to look at or consider a person or thing carefully and in detail in order to discover something about them."
exception (noun),"ɪkˈsep.ʃən
someone or something that is not included in a rule, group, or list or that does not behave in the expected way."
exceptional (adjective),"ɪkˈsep.ʃən.əl
much greater than usual, especially in skill, intelligence, quality, etc.."
existence (noun),"ɪɡˈzɪs.təns
the fact of something or someone existing."
exotic (adjective),"ɪɡˈzɒt.ɪk
unusual and exciting because of coming (or seeming to come) from far away, especially a tropical country."
expand (verb),"ɪkˈspænd
to increase in size, number, or importance, or to make something increase in this way."
expansion (noun),"ɪkˈspæn.ʃən
the increase of something in size, number, or importance."
expectation (noun),"ˌek.spekˈteɪ.ʃən
the feeling that good things are going to happen in the future."
expected (adjective),"ɪkˈspek.tɪd
believed to be going to happen or arrive."
expense (noun),"ɪkˈspens
the use of money, time, or effort."
experiment (verb),"ɪkˈsper.ɪ.ment
to try something in order to discover what it is like or find out more about it."
expert (adjective),"ˈek.spɜːt
having or showing a lot of knowledge or skill."
exploit (verb),"ɪkˈsplɔɪt
to use something in a way that helps you."
explosion (noun),"ɪkˈspləʊ.ʒən
the fact of something such as a bomb exploding."
export (verb),"ɪkˈspɔːt
to send goods to another country for sale."
export (noun),"ˈek.spɔːt
a product that you sell in another country, or the business of sending goods to another country in order to sell them there."
express (verb),"ɪkˈspres
to show a feeling, opinion, or fact."
expression (noun),"ɪkˈspreʃ.ən
the act of saying what you think or showing how you feel using words or actions."
extend (verb),"ɪkˈstend
to add to something in order to make it bigger or longer."
extension (noun),"ɪkˈsten.ʃən
the fact of reaching, stretching, or continuing; the act of adding to something in order to make it bigger or longer."
extensive (adjective),"ɪkˈsten.sɪv
covering a large area; having a great range."
extent (noun),"ɪkˈstent
area or length; amount."
external (adjective),"ɪkˈstɜː.nəl
of, on, for, or coming from the outside."
extract (verb),"ɪkˈstrækt
to remove or take out something."
extreme (adjective),"ɪkˈstriːm
very large in amount or degree."
face (verb),"feɪs
If you face a problem, or a problem faces you, you have to deal with it."
factor (noun),"ˈfæk.tər
a fact or situation that influences the result of something."
fade (verb),"feɪd
to (cause to) lose colour, brightness, or strength gradually."
fail (verb),"feɪl
to not succeed in what you are trying to achieve or are expected to do."
failure (noun),"ˈfeɪ.ljər
the fact of someone or something not succeeding."
faith (noun),"feɪθ
great trust or confidence in something or someone."
false (adjective),"fɒls
not real, but made to look or seem real."
fame (noun),"feɪm
the state of being known or recognized by many people because of your achievements, skills, etc.."
fantasy (noun),"ˈfæn.tə.si
a pleasant situation that you enjoy thinking about but is unlikely to happen, or the activity of imagining things like this."
far (adjective),"fɑːr
used to refer to something that is not near, or the part of something that is most distant from the centre or from you."
fascinating (adjective),"ˈfæs.ən.eɪ.tɪŋ
extremely interesting."
fatal (adjective),"ˈfeɪ.təl
A fatal illness, accident, etc. causes death."
fate (noun),"feɪt
what happens to a particular person or thing, especially something final or negative, such as death or defeat."
favour (noun),"ˈfeɪ.vər
the support or approval of something or someone."
favourable (adjective),"ˈfeɪ.vər.ə.bəl
showing that you like or approve of someone or something."
fear (verb),"fɪər
to be frightened of something or someone unpleasant."
feather (noun),"ˈfeð.ər
one of the many soft, light things that cover a bird's body, consisting of a long, thin, central part with material like hairs along each side."
feature (noun),"ˈfiː.tʃər
a typical quality or an important part of something."
feature (verb),"ˈfiː.tʃər
to include someone or something as an important part."
feedback (noun),"ˈfiːd.bæk
information or statements of opinion about something, such as a new product, that can tell you if it is successful or liked."
fellow (adjective),"ˈfel.əʊ
used to refer to someone who has the same job or interests as you, or is in the same situation as you."
female (noun),"ˈfiː.meɪl
a female animal."
fence (noun),"fens
a structure that divides two areas of land, similar to a wall but made of wood or wire and supported with posts."
fierce (adjective),"fɪəs
physically violent and frightening."
fighting (noun),"ˈfaɪ.tɪŋ
the act of people fighting, especially in a war."
finance (verb),"ˈfaɪ.næns
to provide the money needed for something to happen."
finance (noun),"ˈfaɪ.næns
(the management of) a supply of money."
fine (verb),"faɪn
to charge someone an amount of money as a punishment for not obeying a rule or law."
fine (adverb),"faɪn
in a satisfactory way."
fire (verb),"faɪər
to cause a weapon to shoot bullets, arrows, or missiles."
firm (adjective),"fɜːm
not soft but not completely hard."
firmly (adverb),"ˈfɜːm.li
in a way that will not become loose."
firstly (adverb),"ˈfɜːst.li
used to refer to the first thing in a list."
fixed (adjective),"fɪkst
arranged or decided already and not able to be changed."
flame (noun),"fleɪm
a stream of hot, burning gas from something on fire."
flash (noun),"flæʃ
a sudden bright light that quickly disappears."
flash (verb),"flæʃ
to shine brightly and suddenly, or to make something shine in this way."
flat (adverb),"flæt
in a level position, often against another surface."
flexibility (noun),"ˌflek.səˈbɪl.ə.ti
the ability to change or be changed easily according to the situation."
flexible (adjective),"ˈflek.sə.bəl
able to change or be changed easily according to the situation."
flow (noun),"fləʊ
the movement of something in one direction."
folk (noun),"fəʊk
people, especially those of a particular group or type."
following (noun),"ˈfɒl.əʊ.ɪŋ
(often used to introduce a list, report, etc.) of what comes next."
following (preposition),"ˈfɒl.əʊ.ɪŋ
after."
fool (verb),"fuːl
to trick someone."
forbid (verb),"fəˈbɪd
to refuse to allow something, especially officially, or to prevent a particular plan of action by making it impossible."
force (noun),"fɔːs
physical, especially violent, strength, or power."
force (verb),"fɔːs
to make something happen or make someone do something difficult, unpleasant, or unusual, especially by threatening or not offering the possibility of choice."
form (verb),"fɔːm
to begin to exist or to make something begin to exist."
former (noun),"ˈfɔː.mər
the first of two people, things, or groups previously mentioned."
formerly (adverb),"ˈfɔː.mə.li
in the past."
forthcoming (adjective),"ˈfɔːθˌkʌm.ɪŋ
happening soon."
fortunate (adjective),"ˈfɔː.tʃən.ət
lucky."
fortune (noun),"ˈfɔː.tʃuːn
a large amount of money, goods, property, etc.."
free (verb),"friː
to allow someone to leave a prison or place where they have been kept."
free (adjective),"friː
not limited or controlled."
freedom (noun),"ˈfriː.dəm
the condition or right of being able or allowed to do, say, think, etc. whatever you want to, without being controlled or limited."
freely (adverb),"ˈfriː.li
without being controlled or limited."
frighten (verb),"ˈfraɪ.tən
to make someone feel fear."
frustration (noun),"frʌsˈtreɪ.ʃən
the feeling of being annoyed or less confident because you cannot achieve what you want, or something that makes you feel like this."
function (noun),"ˈfʌŋk.ʃən
the natural purpose (of something) or the duty (of a person)."
functional (adjective),"ˈfʌŋk.ʃən.əl
designed to be practical and useful rather than attractive."
funeral (noun),"ˈfjuː.nər.əl
a (usually religious) ceremony for burying or burning the body of a dead person."
furious (adjective),"ˈfjʊə.ri.əs
extremely angry."
furthermore (adverb),"ˌfɜː.ðəˈmɔːr
in addition; more importantly."
gambling (noun),"ˈɡæm.blɪŋ
the activity of betting money, for example in a game or on a horse race."
gang (noun),"ɡæŋ
a group of young people, especially young men, who spend time together, often fighting with other groups and behaving badly."
gas (noun),"ɡæs
a substance in a form like air that is neither solid nor liquid."
gather (verb),"ˈɡæð.ər
to collect several things, often from different places or people."
gaze (verb),"ɡeɪz
to look at something or someone for a long time, especially in surprise or admiration, or because you are thinking about something else."
gear (noun),"ɡɪər
a device, often consisting of connecting sets of wheels with teeth (= points) around the edge, that controls how much power from an engine goes to the moving parts of a machine."
gender (noun),"ˈdʒen.dər
a group of people in a society who share particular qualities or ways of behaving which that society associates with being male, female, or another identity."
general (adjective),"ˈdʒen.ər.əl
involving or relating to most or all people, things, or places, especially when these are considered as a unit."
generally (adverb),"ˈdʒen.ə r.əl.i
considering the whole of someone or something, and not just a particular part of him, her, or it."
generate (verb),"ˈdʒen.ə.reɪt
to cause something to exist."
gentleman (noun),"ˈdʒen.təl.mən
a polite way of talking to or referring to a man."
genuine (adjective),"ˈdʒen.ju.ɪn
If something is genuine, it is real and exactly what it appears to be."
genuinely (adverb),"ˈdʒen.ju.ɪn.li
really and sincerely."
glance (noun),"ɡlɑːns
a quick short look."
global (adjective),"ˈɡləʊ.bəl
relating to the whole world."
go (noun),"ɡəʊ
an attempt to do something."
god (noun),"ɡɒd
a spirit or being believed to control some part of the universe or life and often worshipped for doing so, or something that represents this spirit or being."
govern (verb),"ˈɡʌv.ən
to control and direct the public business of a country, city, group of people, etc.."
grade (noun),"ɡreɪd
a level of quality, size, importance, etc.."
gradually (adverb),"ˈɡrædʒ.u.ə.li
slowly over a period of time or a distance."
graduate (noun),"ˈɡrædʒ.u.ət
a person who has a first degree from a university or college."
graduate (verb),"ˈɡrædʒ.u.eɪt
to complete a first university degree successfully."
grant (verb),"ɡrɑːnt
to give or allow someone something, usually in an official way."
great (adverb),"ɡreɪt
used to emphasize the meaning of another word."
greatly (adverb),"ˈɡreɪt.li
very much, used especially to show how much you feel or experience something."
grip (verb),"ɡrɪp
to hold very tightly."
growth (noun),"ɡrəʊθ
The growth of a person, animal, or plant is its process of increasing in size."
guarantee (noun),"ˌɡær.ənˈtiː
a promise that something will be done or will happen, especially a written promise by a company to repair or change a product that develops a fault within a particular period of time."
guard (verb),"ɡɑːd
to protect someone or something from being attacked or stolen."
guidance (noun),"ˈɡaɪ.dəns
help and advice about how to do something or about how to deal with problems connected with your work, education, or personal relationships."
guilt (noun),"ɡɪlt
a feeling of worry or unhappiness that you have because you have done something wrong, such as causing harm to another person."
handle (noun),"ˈhæn.dəl
a part of an object designed for holding, moving, or carrying the object easily."
harm (verb),"hɑːm
to hurt someone or damage something."
harm (noun),"hɑːm
physical or other injury or damage."
harmful (adjective),"ˈhɑːm.fəl
causing harm."
harvest (noun),"ˈhɑː.vɪst
the time of year when crops are cut and collected from the fields, or the activity of cutting and collecting them, or the crops that are cut and collected."
haunt (verb),"hɔːnt
to cause repeated suffering or anxiety."
head (verb),"hed
to go in a particular direction."
headquarters (noun),"ˌhedˈkwɔː.təz
the main offices of an organization such as the army, the police, or a business company."
heal (verb),"hiːl
to make or become well again, especially after a cut or other injury."
heat (verb),"hiːt
to make something hot or warm, or to become hot or warm."
heaven (noun),"ˈhev.ən
in some religions, the place, sometimes imagined to be in the sky, where God or the gods live and where good people are believed to go after they die, so that they can enjoy perfect happiness."
heel (noun),"hiːl
the rounded back part of the foot."
hell (noun),"hel
an extremely unpleasant or difficult place, situation, or experience."
hell (exclamation),"hel
used to express anger or to add emphasis."
helmet (noun),"ˈhel.mət
a strong, hard hat that covers and protects the head."
hesitate (verb),"ˈhez.ɪ.teɪt
to pause before you do or say something, often because you are uncertain or nervous about it."
highlight (noun),"ˈhaɪ.laɪt
the best or most exciting, entertaining, or interesting part of something."
highlight (verb),"ˈhaɪ.laɪt
to attract attention to or emphasize something important."
highly (adverb),"ˈhaɪ.li
very, to a large degree, or at a high level."
hint (noun),"hɪnt
something that you say or do that shows what you think or want, usually in a way that is not direct."
hip (noun),"hɪp
the area below the waist and above the legs at either side of the body, or the joint that connects the leg to the upper part of the body."
hold (noun),"həʊld
the act of holding something or someone, or the way you do this."
honesty (noun),"ˈɒn.ə.sti
the quality of being honest."
honour (noun),"ˈɒn.ər
a quality that combines respect, being proud, and honesty."
hook (noun),"hʊk
a curved device used for catching or holding things, especially one attached to a surface for hanging things on."
horror (noun),"ˈhɒr.ər
an extremely strong feeling of fear and shock, or the frightening and shocking character of something."
host (noun),"həʊst
someone who has guests."
household (noun),"ˈhaʊs.həʊld
a group of people, often a family, who live together."
however (adverb),"ˌhaʊˈev.ər
despite whatever amount or degree."
hunting (noun),"ˈhʌn.tɪŋ
chasing and killing an animal or bird for food, sport, or profit."
icon (noun),"ˈaɪ.kɒn
a small picture or symbol on a computer screen that you point to and click on (= press) with a mouse to give the computer an instruction."
ideal (adjective),"aɪˈdɪəl
perfect, or the best possible."
identical (adjective),"aɪˈden.tɪ.kəl
exactly the same, or very similar."
identification (noun),"aɪˌden.tɪ.fɪˈkeɪ.ʃən
the act of recognizing and naming someone or something."
identify (verb),"aɪˈden.tɪ.faɪ
to recognize someone or something and say or prove who or what that person or thing is."
identity (noun),"aɪˈden.tə.ti
a person's name and other facts about who they are."
idiot (noun),"ˈɪd.i.ət
a stupid person or someone who is behaving in a stupid way."
ignore (verb),"ɪɡˈnɔːr
to intentionally not listen or give attention to."
illegal (adjective),"ɪˈliː.ɡəl
not allowed by law."
illustrate (verb),"ˈɪl.ə.streɪt
to draw pictures for a book, magazine, etc.."
immediate (adjective),"ɪˈmiː.di.ət
happening or done without delay or very soon after something else."
immigrant (noun),"ˈɪm.ɪ.ɡrənt
a person who has come to a different country in order to live there permanently."
immigration (noun),"ˌɪm.ɪˈɡreɪ.ʃən
the act of someone coming to live in a different country."
impatient (adjective),"ɪmˈpeɪ.ʃənt
easily annoyed by someone's mistakes or because you have to wait."
implement (verb),"ˈɪm.plɪ.ment
to start using a plan or system."
import (verb),"ɪmˈpɔːt
to buy or bring in products from another country."
impress (verb),"ɪmˈpres
to cause someone to admire or respect you."
impression (noun),"ɪmˈpreʃ.ən
an idea or opinion of what something or someone is like."
impressive (adjective),"ɪmˈpres.ɪv
If an object or achievement is impressive, you admire or respect it, usually because it is special, important, or very large."
incident (noun),"ˈɪn.sɪ.dənt
an event that is either unpleasant or unusual."
income (noun),"ˈɪŋ.kʌm
money that is earned from doing work or received from investments."
increase (noun),"ˈɪn.kriːs
a rise in the amount or size of something."
increasingly (adverb),"ɪnˈkriː.sɪŋ.li
more and more."
incredible (adjective),"ɪnˈkred.ə.bəl
impossible, or very difficult, to believe."
independence (noun),"ˌɪn.dɪˈpen.dəns
freedom from being governed or ruled by another country."
independent (adjective),"ˌɪn.dɪˈpen.dənt
not influenced or controlled in any way by other people, events, or things."
indicate (verb),"ˈɪn.dɪ.keɪt
to show, point, or make clear in another way."
individual (noun),"ˌɪn.dɪˈvɪdʒ.u.əl
a single person or thing, especially when compared to the group or set to which they belong."
industrial (adjective),"ɪnˈdʌs.tri.əl
in or related to industry, or having a lot of industry and factories, etc.."
industry (noun),"ˈɪn.də.stri
the companies and activities involved in the process of producing goods for sale, especially in a factory or special area."
infection (noun),"ɪnˈfek.ʃən
a condition in which bacteria or viruses that cause disease have entered the body."
inflation (noun),"ɪnˈfleɪ.ʃən
a general, continuous increase in prices."
influence (verb),"ˈɪn.flu.əns
to affect or change how someone or something develops, behaves, or thinks."
influence (noun),"ˈɪn.flu.əns
the power to have an effect on people or things, or a person or thing that is able to do this."
informal (adjective),"ɪnˈfɔː.məl
not formal or official."
inhabitant (noun),"ɪnˈhæb.ɪ.tənt
a person or animal that lives in a particular place."
initial (adjective),"ɪˈnɪʃ.əl
of or at the beginning."
initially (adverb),"ɪˈnɪʃ.əl.i
at the beginning."
injured (adjective),"ˈɪn.dʒəd
hurt or physically harmed."
injury (noun),"ˈɪn.dʒər.i
physical harm or damage to someone's body caused by an accident or an attack."
inner (adjective),"ˈɪn.ər
inside or contained within something else."
innocent (adjective),"ˈɪn.ə.sənt
(of a person) not guilty of a particular crime."
input (noun),"ˈɪn.pʊt
something such as energy, money, or information that is put into a system, organization, or machine so that it can operate."
inside (noun),"ɪnˈsaɪd
the part, space, or side of something that is inside."
inspector (noun),"ɪnˈspek.tər
someone whose job is to officially inspect something."
inspiration (noun),"ˌɪn.spɪˈreɪ.ʃən
someone or something that gives you ideas for doing something."
inspire (verb),"ɪnˈspaɪər
to make someone feel that they want to do something and can do it."
instant (adjective),"ˈɪn.stənt
happening immediately, without any delay."
instantly (adverb),"ˈɪn.stənt.li
immediately."
institute (noun),"ˈɪn.stɪ.tʃuːt
an organization where people do a particular type of scientific, educational, or social work, or the buildings that it uses."
institution (noun),"ˌɪn.stɪˈtʃuː.ʃən
a large and important organization, such as a university or bank."
insult (noun),"ˈɪn.sʌlt
an offensive remark or action."
insult (verb),"ɪnˈsʌlt
to say or do something to someone that is rude or offensive."
insurance (noun),"ɪnˈʃɔː.rəns
an agreement in which you pay a company money and they pay your costs if you have an accident, injury, etc.."
intellectual (adjective),"ˌɪn.təlˈek.tʃu.əl
relating to your ability to think and understand things, especially complicated ideas."
intelligence (noun),"ɪnˈtel.ɪ.dʒəns
the ability to learn, understand, and make judgments or have opinions that are based on reason."
intensive (adjective),"ɪnˈten.sɪv
involving a lot of effort or activity in a short period of time."
intention (noun),"ɪnˈten.ʃən
something that you want and plan to do."
interact (verb),"ˌɪn.təˈrækt
to communicate with or react to."
interactive (adjective),"ˌɪn.təˈræk.tɪv
An interactive system or computer program is designed to involve the user in the exchange of information."
interfere (verb),"ˌɪn.təˈfɪər
to involve yourself in a situation when your involvement is not wanted or is not helpful."
interior (noun),"ɪnˈtɪə.ri.ər
the inside part of something."
internal (adjective),"ɪnˈtɜː.nəl
inside the body."
introduce (verb),"ˌɪn.trəˈdʒuːs
to put something into use, operation, or a place for the first time."
introduction (noun),"ˌɪn.trəˈdʌk.ʃən
an occasion when something is put into use or brought to a place for the first time."
invade (verb),"ɪnˈveɪd
to enter a country by force with large numbers of soldiers in order to take possession of it."
invasion (noun),"ɪnˈveɪ.ʒən
an occasion when an army or country uses force to enter and take control of another country."
invest (verb),"ɪnˈvest
to put money, effort, time, etc. into something to make a profit or get an advantage."
investigate (verb),"ɪnˈves.tɪ.ɡeɪt
to examine a crime, problem, statement, etc. carefully, especially to discover the truth."
investigation (noun),"ɪnˌves.tɪˈɡeɪ.ʃən
the act or process of examining a crime, problem, statement, etc. carefully, especially to discover the truth."
investigator (noun),"ɪnˈves.tɪ.ɡeɪ.tər
a person whose job is to examine a crime, problem, statement, etc. in order to discover the truth."
investment (noun),"ɪnˈvest.mənt
the act of putting money, effort, time, etc. into something to make a profit or get an advantage, or the money, effort, time, etc. used to do this."
investor (noun),"ɪnˈves.tər
a person who puts money into something in order to make a profit or get an advantage."
invisible (adjective),"ɪnˈvɪz.ə.bəl
impossible to see."
involvement (noun),"ɪnˈvɒlv.mənt
the act or process of taking part in something."
joint (adjective),"dʒɔɪnt
belonging to or shared between two or more people."
journalism (noun),"ˈdʒɜː.nə.lɪ.zəm
the work of collecting, writing, and publishing news stories and articles in newspapers and magazines or broadcasting them on the radio and television."
joy (noun),"dʒɔɪ
great happiness."
judge (noun),"dʒʌdʒ
a person who is in charge of a trial in a court and decides how a person who is guilty of a crime should be punished, or who makes decisions on legal matters."
junior (adjective),"ˈdʒuː.ni.ər
low or lower in rank."
jury (noun),"ˈdʒʊə.ri
a group of people who have been chosen to listen to all the facts in a trial in a law court and to decide if a person is guilty or not guilty, or if a claim has been proved."
justice (noun),"ˈdʒʌs.tɪs
fairness in the way people are dealt with."
justify (verb),"ˈdʒʌs.tɪ.faɪ
to give or to be a good reason for."
key (adjective),"kiː
very important and having a lot of influence on other people or things."
kingdom (noun),"ˈkɪŋ.dəm
a country ruled by a king or queen."
lack (verb),"læk
to not have or not have enough of something that is needed or wanted."
land (noun),"lænd
the surface of the earth that is not covered by water."
landing (noun),"ˈlæn.dɪŋ
the fact of an aircraft arriving on the ground or a boat reaching land."
landlord (noun),"ˈlænd.lɔːd
a person or organization that owns a building or an area of land and is paid by other people for the use of it."
